,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.76,0.26,0.67,0.51,0.71,0.43,0.2,0.28,0.07,0.56,0.42
ivef-sdk.csv,0.61,0.38,1.0,0.52,0.84,0.47,0.15,0.48,0.11,0.0,0.3
jaolt.csv,0.64,0.38,0.86,0.48,0.8,0.5,0.25,0.44,0.07,0.58,0.56
jmule.csv,0.57,0.34,0.71,0.43,0.78,0.41,0.39,0.38,0.04,0.61,0.81
jstock.csv,0.63,0.35,0.67,0.53,0.7,0.52,0.52,0.59,0.1,0.67,0.33
lphant.csv,0.68,0.38,0.46,0.54,0.77,0.7,0.27,0.59,0.12,0.68,0.52
novembre.csv,0.59,0.43,0.5,0.54,0.79,0.43,0.2,0.57,0.04,0.5,0.52
oorexx.csv,0.62,0.0,0.0,0.0,0.67,0.62,0.45,0.0,0.12,0.77,0.57
pi-qmc.csv,0.67,0.33,0.23,0.41,0.71,0.43,0.25,0.77,0.05,0.6,0.53
qedo.csv,0.65,0.0,1.0,1.0,0.62,0.38,0.15,0.29,0.23,0.53,0.44
yaprm.csv,0.73,0.4,0.8,0.69,0.79,0.8,0.24,0.65,0.11,0.63,0.45
