,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.46,0.34,0.46,0.33,0.43,0.49,0.34,0.41,0.51,0.39,0.33
ivef-sdk.csv,0.44,0.44,0.61,0.34,0.81,0.76,0.47,0.52,0.82,0.0,0.8
jaolt.csv,0.35,0.46,0.86,0.39,0.47,0.62,0.54,0.56,0.43,0.42,0.69
jmule.csv,0.45,0.41,0.86,0.4,0.38,0.33,0.39,0.59,0.43,0.52,0.46
jstock.csv,0.43,0.35,0.73,0.35,0.52,0.43,0.57,0.55,0.95,0.35,0.67
lphant.csv,0.3,0.34,0.62,0.32,0.31,0.4,0.32,0.5,0.31,0.39,0.34
novembre.csv,0.68,0.52,0.75,0.62,0.5,0.52,0.4,0.86,0.36,0.9,0.52
oorexx.csv,0.46,0.0,0.0,0.0,0.67,0.88,0.91,0.0,0.82,0.43,0.4
pi-qmc.csv,0.45,0.33,0.48,0.59,0.35,0.36,0.39,0.55,0.33,0.57,0.34
qedo.csv,0.9,0.83,0.67,0.75,0.95,0.88,0.58,0.86,0.75,0.93,0.69
yaprm.csv,0.36,0.4,0.9,0.44,0.93,0.8,0.37,0.65,0.77,0.45,0.37
