,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.71,0.6,0.79,0.47
k3b.csv,0.74,0.37,0.83,0.76
mp-rechnungs-und-kundenverwaltung.csv,0.95,0.73,0.53,0.76
thrust.csv,0.45,0.82,0.91,0.96
