,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.81,0.78,0.57,0.95,0.48,0.54,0.74,0.26,0.78,0.8,0.45,0.67,0.8
ivef-sdk.csv,0.46,0.49,0.61,0.48,0.6,0.61,0.7,0.0,0.47,0.47,0.75,0.57,0.92
jmri.csv,0.53,0.57,0.55,0.7,0.58,0.82,0.53,0.97,0.74,0.7,0.73,0.57,0.83
jython.csv,0.45,0.61,0.9,0.5,0.57,0.49,0.42,0.97,0.62,0.91,0.49,0.61,0.69
kdenlive.csv,0.36,0.39,0.39,0.31,0.41,0.45,0.52,0.26,0.4,0.42,0.38,0.33,0.36
opentibia.csv,0.48,0.43,0.66,0.67,0.47,0.8,0.46,0.27,0.75,0.86,0.59,0.5,0.46
projectfactory.csv,0.92,0.94,0.52,0.8,0.5,0.62,0.64,0.26,0.44,0.49,0.5,0.65,0.46
runuomondains.csv,0.46,0.5,0.47,0.48,0.48,0.47,0.5,0.98,0.57,0.41,0.71,0.52,0.5
somap.csv,0.43,0.46,0.38,0.43,0.39,0.51,0.48,0.26,0.49,0.41,0.44,0.38,0.44
taverna.csv,0.58,0.52,0.98,0.42,0.7,0.73,0.69,0.91,0.68,0.48,0.83,0.93,0.59
tigermud.csv,0.88,0.83,0.42,0.93,0.49,0.97,0.73,0.95,0.94,0.78,0.68,0.38,0.59
unbvision.csv,0.44,0.45,0.44,0.39,0.48,0.47,0.47,0.69,0.52,0.57,0.45,0.77,0.54
x-ray-mule.csv,0.83,0.93,0.99,0.67,0.63,0.0,0.94,0.0,0.56,0.5,0.0,0.59,0.86
