,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.45,0.66,0.51,0.62,0.46,0.76,0.88,0.23,0.31,0.18,0.19,0.08,0.2
ivef-sdk.csv,0.71,0.61,0.6,0.81,0.38,1.0,0.24,0.09,0.42,0.61,0.0,0.68,0.41
jmri.csv,0.54,0.42,0.66,0.25,0.15,0.72,0.52,0.51,0.46,0.39,0.4,0.52,0.24
jython.csv,0.79,0.69,0.4,0.76,0.32,0.81,0.65,0.58,0.4,0.28,0.22,0.59,0.49
kdenlive.csv,0.76,0.72,0.51,0.45,0.37,0.49,0.38,0.22,0.52,0.5,0.25,0.77,0.53
opentibia.csv,0.56,0.87,0.5,0.51,0.4,0.11,0.64,0.22,0.26,0.13,0.21,0.53,0.74
projectfactory.csv,0.24,0.32,0.52,0.11,0.47,0.14,0.26,0.23,0.45,0.59,0.32,0.41,0.52
runuomondains.csv,0.64,0.54,0.64,0.27,0.28,0.56,0.51,0.56,0.55,0.59,0.56,0.57,0.24
somap.csv,0.76,0.89,0.58,0.76,0.56,0.51,0.63,0.22,0.38,0.57,0.2,0.91,0.78
taverna.csv,0.46,0.4,0.16,0.24,0.7,0.17,0.61,0.36,0.29,0.53,0.43,0.33,0.61
tigermud.csv,0.42,0.53,0.6,0.4,0.44,0.58,0.21,0.45,0.26,0.28,0.27,0.8,0.72
unbvision.csv,0.69,0.48,0.5,0.25,0.22,0.56,0.42,0.44,0.64,0.37,0.27,0.28,0.37
x-ray-mule.csv,0.32,0.31,0.24,0.83,0.41,0.0,0.12,0.09,0.35,0.57,0.0,0.67,0.53
