,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.11,0.7,0.28,0.92,0.0,0.0
columba.csv,0.58,0.38,0.56,0.49,0.24,0.22
emftriple.csv,0.29,0.14,0.17,0.41,0.33,0.16
fluent-nhibernate.csv,0.39,0.32,0.33,0.19,0.13,0.11
gpsmid.csv,0.18,0.91,0.89,0.18,0.7,0.39
xamj.csv,0.29,0.44,0.56,0.2,0.22,0.69
