,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.67,0.0,0.78,0.85,0.4,0.64,0.8,0.91,0.72,0.48,0.96,0.61,0.46
badtrinity-zero.csv,0.44,0.67,0.54,0.47,0.77,0.73,0.48,0.41,0.51,0.71,0.53,0.59,0.35
betoffice.csv,0.58,0.71,0.7,0.66,0.6,0.88,0.86,0.75,0.9,0.74,0.64,0.72,0.75
exordium.csv,0.67,0.0,0.96,0.9,0.69,0.64,0.74,0.5,0.54,0.51,0.86,0.95,0.37
fltk.csv,0.88,0.92,0.61,0.54,0.62,0.46,0.58,0.38,0.55,0.54,0.64,0.79,0.37
gabel.csv,0.0,0.0,0.0,0.75,0.0,0.65,0.0,0.0,0.58,0.86,0.92,0.5,0.83
genoviz.csv,0.0,0.0,0.92,0.81,0.67,0.88,0.7,0.6,0.83,0.86,0.96,0.86,0.75
irrlicht.csv,0.38,0.39,0.5,0.42,0.55,0.54,0.45,0.38,0.53,0.46,0.5,0.56,0.38
nug.csv,0.81,0.49,0.75,0.74,0.66,0.48,0.72,0.53,0.87,0.52,0.69,0.67,0.41
rezilla.csv,0.35,0.65,0.41,0.4,0.45,0.39,0.47,0.28,0.43,0.43,0.39,0.43,0.33
toped.csv,0.4,0.38,0.51,0.45,0.89,0.8,0.43,0.33,0.89,0.56,0.48,0.54,0.0
xmemcached.csv,0.75,0.84,0.7,0.62,0.62,0.65,0.86,0.48,0.64,0.49,0.73,0.72,0.42
zoolib.csv,0.0,0.5,0.92,0.97,0.89,0.83,0.83,0.89,0.94,0.91,0.98,0.96,0.67
