,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.21,0.06,0.26,0.22,0.58,0.47,0.19,0.21,1.0,0.64,0.13,0.22,0.74
badtrinity-zero.csv,0.54,0.36,0.97,0.66,0.4,0.43,0.66,0.59,0.52,0.53,0.47,0.53,0.62
betoffice.csv,0.32,0.35,0.51,0.48,0.94,0.2,0.24,0.07,0.45,0.4,0.56,0.54,0.44
exordium.csv,0.22,0.0,0.21,0.23,0.16,0.62,1.0,0.45,0.56,0.84,0.21,0.16,0.61
fltk.csv,0.34,0.19,0.47,0.92,0.26,0.72,0.7,0.66,0.39,0.77,0.49,0.59,0.71
gabel.csv,0.0,0.0,0.01,0.04,0.0,0.52,0.0,0.02,0.61,0.9,0.09,0.04,0.45
genoviz.csv,0.07,0.06,0.18,0.35,0.02,0.35,0.3,0.31,0.19,0.15,0.11,0.16,0.83
irrlicht.csv,0.53,0.33,0.65,0.17,0.44,0.62,0.43,0.35,0.54,0.61,0.98,0.51,0.77
nug.csv,0.95,0.49,0.34,0.33,0.42,0.47,0.68,0.43,0.43,0.75,0.47,0.54,0.46
rezilla.csv,0.36,1.0,0.61,0.6,0.47,0.53,0.59,0.37,0.47,0.29,0.62,0.46,0.17
toped.csv,0.13,0.2,0.57,0.3,0.09,0.11,0.33,1.0,0.1,0.64,0.24,0.4,0.0
xmemcached.csv,0.5,0.41,0.38,0.46,0.26,1.0,0.41,0.52,0.47,0.63,0.49,0.59,0.85
zoolib.csv,0.0,0.0,0.07,0.25,0.09,0.16,0.3,0.19,0.19,0.0,0.2,0.81,0.65
