,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.33,0.0,0.18,0.22,0.42,0.28,0.04,0.22,0.0,0.28,0.16,0.22,0.44
badtrinity-zero.csv,0.44,0.3,0.01,0.52,0.33,0.2,0.54,0.33,0.48,0.26,0.33,0.43,0.67
betoffice.csv,0.39,0.38,0.49,0.53,0.02,0.31,0.3,0.11,0.19,0.48,0.57,0.63,0.31
exordium.csv,0.0,0.02,0.12,0.05,0.22,0.34,0.0,0.44,0.62,0.3,0.08,0.05,0.69
fltk.csv,0.08,0.25,0.21,0.05,0.24,0.34,0.43,0.44,0.64,0.49,0.33,0.38,0.51
gabel.csv,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.02,0.0,0.09
genoviz.csv,0.0,0.0,0.0,0.03,0.04,0.02,0.09,0.11,0.03,0.07,0.14,0.01,0.0
irrlicht.csv,0.81,0.9,0.61,0.96,0.42,0.33,0.86,0.89,0.71,0.76,0.02,0.78,0.6
nug.csv,0.0,0.7,0.34,0.15,0.44,0.8,0.34,0.67,0.36,0.63,0.29,0.5,0.76
rezilla.csv,0.89,0.02,0.71,0.55,0.76,0.8,0.61,0.89,0.79,0.92,0.55,0.59,0.96
toped.csv,0.97,0.95,0.63,0.92,0.13,0.05,0.91,0.0,0.12,0.24,0.94,0.88,0.02
xmemcached.csv,0.33,0.3,0.44,0.31,0.24,0.0,0.27,0.56,0.38,0.35,0.59,0.56,0.47
zoolib.csv,0.0,0.05,0.09,0.04,0.13,0.05,0.12,0.11,0.21,0.12,0.25,0.01,0.0
