,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.19,0.1,0.31,0.27,0.58,0.39,0.25,0.29,1.0,0.26,0.19,0.11,0.28
badtrinity-zero.csv,0.43,0.32,0.98,0.69,0.42,0.4,0.44,0.7,0.39,0.22,0.57,0.17,0.21
betoffice.csv,0.28,0.3,0.5,0.51,0.95,0.17,0.2,0.11,0.43,0.11,0.68,0.15,0.19
exordium.csv,0.3,0.0,0.27,0.31,0.2,0.47,1.0,0.57,0.42,0.33,0.31,0.16,0.2
fltk.csv,0.4,0.19,0.52,0.94,0.3,0.55,0.49,0.78,0.28,0.23,0.59,0.21,0.25
gabel.csv,0.0,0.0,0.02,0.06,0.0,0.48,0.0,0.04,0.45,0.93,0.13,0.06,0.36
genoviz.csv,0.11,0.1,0.26,0.45,0.04,0.45,0.34,0.42,0.26,0.13,0.16,0.21,0.89
irrlicht.csv,0.52,0.43,0.65,0.71,0.46,0.48,0.4,0.81,0.41,0.19,0.99,0.15,0.27
nug.csv,0.97,0.38,0.37,0.41,0.43,0.36,0.51,0.59,0.36,0.22,0.57,0.16,0.14
rezilla.csv,0.44,0.97,0.65,0.64,0.52,0.44,0.39,0.87,0.39,0.14,0.74,0.12,0.19
toped.csv,0.4,0.46,0.57,0.72,0.11,0.14,0.43,1.0,0.12,0.29,0.83,0.17,0.0
xmemcached.csv,0.43,0.37,0.39,0.51,0.3,1.0,0.34,0.67,0.38,0.22,0.6,0.17,0.32
zoolib.csv,0.0,0.0,0.11,0.35,0.11,0.21,0.32,0.27,0.2,0.0,0.27,0.83,0.75
