,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.18,0.05,0.22,0.19,0.58,0.43,0.16,0.18,1.0,0.62,0.11,0.19,0.8
badtrinity-zero.csv,0.53,0.32,0.97,0.73,0.36,0.39,0.74,0.57,0.52,0.5,0.44,0.52,0.8
betoffice.csv,0.29,0.32,0.51,0.48,0.93,0.17,0.21,0.06,0.4,0.38,0.6,0.61,0.4
exordium.csv,0.18,0.0,0.18,0.19,0.13,0.61,1.0,0.43,0.64,0.88,0.18,0.13,0.8
fltk.csv,0.29,0.16,0.43,0.91,0.22,0.74,0.74,0.69,0.4,0.88,0.46,0.58,0.8
gabel.csv,0.0,0.0,0.01,0.03,0.0,0.48,0.0,0.02,0.68,0.88,0.07,0.03,0.4
genoviz.csv,0.06,0.05,0.15,0.3,0.02,0.3,0.26,0.27,0.16,0.12,0.09,0.13,0.8
irrlicht.csv,0.94,0.79,0.78,0.94,0.42,0.61,0.89,0.78,0.68,1.0,0.98,0.77,1.0
nug.csv,0.94,0.58,0.3,0.29,0.4,0.7,0.68,0.47,0.4,1.0,0.43,0.55,0.6
rezilla.csv,0.82,1.0,0.84,0.66,0.62,0.91,0.68,0.88,0.68,0.88,0.68,0.48,1.0
toped.csv,0.76,0.89,0.66,0.95,0.07,0.09,1.0,1.0,0.08,0.62,0.91,0.94,0.0
xmemcached.csv,0.47,0.37,0.35,0.42,0.22,1.0,0.37,0.55,0.44,0.62,0.51,0.65,1.0
zoolib.csv,0.0,0.0,0.06,0.21,0.07,0.13,0.26,0.16,0.16,0.0,0.17,0.77,0.6
