,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.89,0.95,0.81,0.84,0.6,0.63,0.84,0.85,0.0,0.47,0.9,0.83,0.49
badtrinity-zero.csv,0.65,0.75,0.03,0.58,0.73,0.64,0.6,0.55,0.68,0.56,0.65,0.65,0.7
betoffice.csv,0.81,0.78,0.69,0.74,0.07,0.88,0.85,0.95,0.63,0.79,0.7,0.74,0.68
exordium.csv,0.82,1.0,0.83,0.81,0.89,0.52,0.0,0.72,0.72,0.33,0.82,0.87,0.72
fltk.csv,0.71,0.88,0.61,0.1,0.82,0.43,0.5,0.54,0.88,0.5,0.63,0.57,0.55
gabel.csv,1.0,1.0,0.99,0.97,1.0,0.55,1.0,0.98,0.65,0.12,0.93,0.97,0.61
genoviz.csv,0.94,0.95,0.85,0.7,0.98,0.7,0.74,0.73,0.84,0.88,0.92,0.87,0.2
irrlicht.csv,0.81,0.92,0.65,0.96,0.72,0.51,0.86,0.91,0.78,0.76,0.03,0.81,0.6
nug.csv,0.06,0.82,0.78,0.73,0.75,0.85,0.46,0.85,0.7,0.63,0.64,0.67,0.85
rezilla.csv,0.91,0.03,0.73,0.65,0.84,0.8,0.68,0.9,0.86,0.93,0.64,0.78,0.96
toped.csv,1.0,0.96,0.72,0.92,0.94,0.91,0.91,0.0,0.93,0.44,0.95,0.88,1.0
xmemcached.csv,0.63,0.7,0.78,0.66,0.82,0.0,0.69,0.72,0.68,0.51,0.77,0.66,0.47
zoolib.csv,1.0,1.0,0.94,0.79,0.94,0.87,0.75,0.85,0.87,1.01,0.87,0.23,0.4
