,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.48,0.46,0.66,0.44,0.57,0.54,0.15,0.7,0.28,0.57,1.0,0.62
blue-c.csv,0.67,0.46,0.6,0.22,0.65,0.71,0.21,0.95,0.27,0.59,0.58,0.61
cities3d.csv,0.54,0.52,0.42,0.2,0.2,0.05,0.97,0.0,0.44,0.17,0.52,0.44
dynalloy.csv,0.55,0.98,0.49,0.33,0.62,0.67,0.29,0.4,0.33,0.41,0.34,0.52
firebird.csv,0.31,0.44,0.99,0.29,0.65,0.64,0.2,0.52,0.11,0.47,0.19,0.45
hydrogen.csv,0.62,0.17,0.55,0.5,0.24,0.4,0.34,0.28,0.97,0.13,0.22,0.53
nosleepsoftware.csv,0.54,0.16,0.58,1.0,0.26,0.42,0.29,0.35,0.55,0.23,0.4,0.54
openmalaria.csv,0.65,0.52,0.62,0.44,0.61,0.67,0.17,0.71,0.36,0.96,0.44,0.63
popeye-chess.csv,0.67,0.45,0.6,0.47,0.42,0.94,0.22,0.58,0.34,0.63,0.48,0.61
qgo.csv,0.97,0.4,0.54,0.56,0.29,0.5,0.32,0.42,0.4,0.31,0.33,0.51
xmoto.csv,0.62,0.26,0.56,0.22,0.49,0.67,0.3,0.5,0.51,0.22,0.49,0.97
yield.csv,0.64,0.55,0.58,0.37,0.98,0.68,0.18,0.73,0.35,0.69,0.41,0.56
