,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.1,0.0,0.0,0.81,0.02,0.01
codeblocks.csv,0.17,0.65,0.79,0.33,0.75,0.36
dataobjectsdotnet.csv,0.58,0.65,0.68,0.71,0.94,0.53
n2cms.csv,0.73,0.47,0.34,0.76,0.55,0.52
nug.csv,0.81,0.76,0.06,0.62,0.86,0.62
uclmda.csv,0.0,0.0,0.32,0.05,0.99,0.11
