,recall,precision,pf,cdom,bellwether
1,0.38,0.43,0.33,6.0,pustefix.csv
9,0.7050000000000001,0.525,0.305,1.0,columba.csv
12,0.36,0.31,0.27,9.0,aztec.csv
26,0.56,0.78,0.49,4.0,fbmanager.csv
32,0.665,0.35,0.29,17.0,riff-evolve.csv
51,0.27,0.37,0.31,16.0,jcl.csv
23,0.815,0.61,0.61,1.0,magicwars.csv
24,0.48,0.57,0.48,4.0,codesmith.csv
25,0.7,0.645,0.59,0.0,xmemcached.csv
