,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.17,0.96,0.42,0.54,0.54,0.3,0.09,0.22,0.2,0.34,0.5,0.0,0.38,0.31
biopax.csv,0.64,0.44,0.09,0.36,0.57,0.6,0.44,0.51,0.46,0.56,0.63,0.62,0.24,0.99
gnupdate.csv,0.58,0.51,0.34,0.6,0.41,0.38,0.96,0.11,0.55,0.38,0.56,0.55,0.6,0.4
les-indemodables.csv,0.51,0.32,0.64,0.6,0.54,0.42,0.71,0.4,0.42,0.8,0.47,1.0,0.6,0.34
openxava.csv,0.51,0.56,1.0,0.56,0.49,0.48,0.37,0.39,0.56,0.54,0.66,0.51,0.4,0.39
ppcboot.csv,0.62,0.54,0.26,0.55,0.63,0.92,0.57,0.41,0.37,0.0,0.3,0.63,0.54,0.55
repositorium.csv,0.34,0.24,0.41,0.41,0.39,0.63,0.25,0.77,0.3,0.25,0.33,0.26,0.35,0.68
rsyslog.csv,0.99,0.58,0.65,0.63,0.71,0.45,0.72,0.31,0.49,0.86,0.31,0.55,0.35,0.42
simplewebservices.csv,0.68,0.64,0.58,0.52,0.41,0.53,0.48,0.31,0.4,0.36,0.28,0.39,0.99,0.46
ultimairis.csv,0.28,0.53,0.8,0.46,0.56,0.17,0.3,0.38,0.84,0.09,0.52,0.62,0.29,0.61
vars-redux.csv,0.31,0.42,0.66,0.98,0.46,0.32,0.29,0.11,0.18,0.0,0.19,0.61,0.56,0.46
wow-qrsk.csv,0.31,0.53,0.37,0.52,0.96,0.56,0.49,0.11,0.27,0.66,0.13,0.46,0.59,0.49
wxstudio.csv,0.3,0.24,0.22,0.19,0.28,0.25,0.28,0.4,0.34,0.0,0.96,0.13,0.13,0.23
xqilla.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0
