,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.68,0.97,0.17,0.51,0.29,0.69,0.31,0.25,0.25,0.03,0.51,0.53,0.38,0.68
biopax.csv,0.66,0.45,0.2,0.62,0.35,0.64,0.34,0.18,0.44,0.06,0.62,0.6,0.59,0.99
gnupdate.csv,0.59,0.42,0.11,0.57,0.29,0.4,0.95,0.1,0.42,0.1,0.52,0.46,0.59,0.61
les-indemodables.csv,0.6,0.27,0.33,0.55,0.39,0.46,0.4,0.22,0.39,0.09,0.48,0.99,0.59,0.44
openxava.csv,0.54,0.39,1.0,0.51,0.28,0.53,0.21,0.21,0.42,0.06,0.61,0.46,0.37,0.52
ppcboot.csv,0.63,0.42,0.1,0.53,0.44,0.95,0.36,0.35,0.43,0.0,0.28,0.52,0.53,0.65
repositorium.csv,0.36,0.41,0.17,0.44,0.25,0.65,0.11,0.84,0.35,0.04,0.31,0.25,0.52,0.76
rsyslog.csv,0.98,0.45,0.23,0.57,0.5,0.47,0.54,0.14,0.48,0.1,0.32,0.48,0.57,0.52
simplewebservices.csv,0.68,0.46,0.19,0.55,0.22,0.54,0.25,0.14,0.36,0.04,0.32,0.53,0.99,0.56
ultimairis.csv,0.59,0.41,0.43,0.61,0.34,0.66,0.22,0.19,0.89,0.05,0.56,0.51,0.54,0.81
vars-redux.csv,0.4,0.35,0.25,0.98,0.36,0.38,0.26,0.11,0.23,0.0,0.26,0.58,0.51,0.57
wow-qrsk.csv,0.38,0.4,0.11,0.5,0.96,0.59,0.25,0.11,0.33,0.08,0.16,0.49,0.53,0.6
wxstudio.csv,0.31,0.24,0.11,0.22,0.14,0.29,0.18,0.19,0.3,0.0,0.97,0.15,0.18,0.31
xqilla.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0
