,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.96,0.95,0.75,0.53,0.7,0.96,0.95,0.18,0.17,0.33,0.68,1.0,0.34,0.65
biopax.csv,0.77,0.92,1.0,1.0,0.89,0.75,0.95,0.64,0.81,1.0,0.86,1.0,0.98,0.99
gnupdate.csv,0.58,0.48,0.44,0.78,0.79,0.35,0.95,0.09,0.62,0.33,0.57,0.62,0.57,0.54
les-indemodables.csv,0.46,0.28,0.62,0.61,0.51,0.38,0.8,0.36,0.38,1.0,0.43,1.0,0.58,0.3
openxava.csv,0.62,0.6,1.0,0.57,0.7,0.58,0.55,0.91,0.66,1.0,0.73,0.7,0.38,0.42
ppcboot.csv,0.65,0.52,0.44,0.53,0.61,0.9,0.55,0.36,0.32,0.0,0.27,0.73,0.75,0.51
repositorium.csv,0.31,0.9,0.38,0.37,0.36,0.74,0.25,0.73,0.26,0.67,0.3,0.22,0.8,0.66
rsyslog.csv,1.0,0.57,0.75,0.67,0.71,0.43,0.7,0.27,0.45,1.0,0.27,0.54,0.91,0.37
simplewebservices.csv,0.77,0.78,0.69,0.78,0.39,0.56,0.5,0.27,0.36,0.33,0.24,0.92,0.99,0.44
ultimairis.csv,0.77,0.78,0.81,0.94,0.85,0.91,0.6,0.82,0.81,1.0,0.78,0.7,0.84,0.82
vars-redux.csv,0.27,0.38,0.69,0.98,0.42,0.28,0.25,0.09,0.15,0.0,0.16,0.59,0.58,0.42
wow-qrsk.csv,0.27,0.72,0.38,0.49,0.95,0.67,0.55,0.09,0.23,0.67,0.11,0.41,0.65,0.48
wxstudio.csv,0.27,0.2,0.19,0.16,0.26,0.21,0.25,0.36,0.3,0.0,0.95,0.11,0.11,0.21
xqilla.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0
