,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.96,0.05,0.88,0.62,0.78,0.92,0.98,0.82,0.84,0.91,0.82,1.0,0.74,0.97
biopax.csv,0.67,0.86,0.98,0.9,0.78,0.71,0.86,0.81,0.85,0.8,0.71,0.75,0.94,0.01
gnupdate.csv,0.59,0.6,0.99,0.72,0.89,0.8,0.05,0.92,0.72,0.68,0.64,0.72,0.5,0.93
les-indemodables.csv,0.54,0.79,0.46,0.59,0.55,0.69,0.56,0.68,0.67,0.55,0.63,0.02,0.5,0.73
openxava.csv,0.81,0.69,0.0,0.64,0.83,0.82,0.95,0.89,0.75,0.81,0.58,0.81,0.79,0.91
ppcboot.csv,0.57,0.61,1.06,0.59,0.47,0.1,0.57,0.64,0.68,1.03,0.89,0.66,0.79,0.53
repositorium.csv,0.81,0.95,0.73,0.67,0.73,0.66,1.06,0.27,0.75,0.99,0.83,0.83,0.91,0.42
rsyslog.csv,0.04,0.57,0.63,0.59,0.4,0.74,0.37,0.8,0.59,0.44,0.8,0.61,0.91,0.65
simplewebservices.csv,0.59,0.66,0.72,0.81,0.79,0.71,0.76,0.8,0.7,0.77,0.78,0.88,0.02,0.69
ultimairis.csv,0.95,0.8,0.3,0.85,0.78,0.97,0.98,0.9,0.19,0.98,0.81,0.66,0.94,0.72
vars-redux.csv,0.74,0.69,0.55,0.03,0.62,0.75,0.77,0.91,0.85,1.05,0.84,0.48,0.65,0.63
wow-qrsk.csv,0.75,0.79,0.9,0.61,0.05,0.75,0.8,0.91,0.77,0.52,0.91,0.61,0.66,0.69
wxstudio.csv,0.89,0.82,0.85,0.87,0.93,0.83,0.84,0.71,0.77,1.0,0.05,0.91,0.89,0.99
xqilla.csv,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0,1.0
