,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.96,0.0,0.85,0.4,0.72,0.92,0.98,0.03,0.1,0.62,0.76,1.0,0.33,0.9
biopax.csv,0.62,0.86,0.98,0.9,0.77,0.67,0.86,0.72,0.83,0.8,0.69,0.75,0.94,0.0
gnupdate.csv,0.42,0.3,0.82,0.69,0.86,0.46,0.01,0.1,0.61,0.15,0.47,0.62,0.25,0.8
les-indemodables.csv,0.08,0.31,0.27,0.45,0.25,0.31,0.52,0.24,0.26,0.55,0.27,0.02,0.27,0.2
openxava.csv,0.71,0.57,0.0,0.48,0.78,0.71,0.84,0.88,0.66,0.81,0.51,0.75,0.5,0.7
ppcboot.csv,0.46,0.38,0.9,0.36,0.27,0.0,0.35,0.09,0.07,0.26,0.51,0.6,0.75,0.2
repositorium.csv,0.42,0.94,0.37,0.21,0.36,0.61,0.76,0.0,0.09,0.93,0.45,0.28,0.89,0.25
rsyslog.csv,0.04,0.38,0.58,0.49,0.27,0.47,0.21,0.33,0.19,0.44,0.33,0.4,0.9,0.15
simplewebservices.csv,0.54,0.62,0.65,0.78,0.51,0.56,0.57,0.33,0.3,0.39,0.2,0.88,0.01,0.4
ultimairis.csv,0.92,0.77,0.23,0.85,0.76,0.96,0.9,0.88,0.0,0.98,0.78,0.58,0.92,0.7
vars-redux.csv,0.08,0.3,0.45,0.01,0.22,0.2,0.16,0.08,0.07,0.33,0.08,0.26,0.5,0.25
wow-qrsk.csv,0.17,0.74,0.65,0.34,0.01,0.67,0.66,0.08,0.08,0.39,0.18,0.14,0.56,0.45
wxstudio.csv,0.5,0.19,0.26,0.22,0.57,0.24,0.37,0.33,0.31,0.09,0.0,0.2,0.08,0.6
xqilla.csv,0.0,0.02,0.0,0.0,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.0
