,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.44,0.65,0.67,0.49,0.6,0.71
ingex.csv,0.88,0.93,0.75,0.71,0.59,0.86
jgnash.csv,0.71,0.95,0.5,0.67,0.58,0.9
mp-rechnungs-und-kundenverwaltung.csv,0.92,0.96,0.67,0.62,0.92,0.83
openefm.csv,0.65,0.52,0.9,0.45,0.52,0.86
yarp0.csv,0.56,0.7,0.71,0.47,0.57,0.49
