,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.61,0.68,0.78,0.36,0.7,0.06,0.11,0.27,0.51,0.42,0.23,0.71,0.52,0.47,0.41,0.42
arcallians.csv,0.57,0.57,0.83,0.59,0.73,0.07,0.06,0.4,0.44,0.44,0.53,0.65,0.5,0.47,0.38,0.38
arianne.csv,0.72,0.49,0.69,0.29,0.52,0.11,0.09,0.25,0.47,0.36,0.19,0.63,0.42,0.39,0.35,0.37
aztec.csv,0.48,0.54,0.84,0.63,0.58,0.23,0.15,0.3,0.5,0.41,0.26,0.65,0.67,0.51,0.67,0.64
bl-toolkit.csv,0.5,0.4,0.92,0.23,0.52,0.07,0.12,0.25,0.45,0.36,0.19,0.63,0.41,0.37,0.19,0.36
clamav.csv,0.54,0.57,0.68,0.24,0.53,0.05,0.08,0.34,0.49,0.68,0.22,0.69,0.52,0.42,0.24,0.61
gnupdate.csv,0.56,0.46,0.86,0.38,0.56,0.08,0.13,0.47,0.48,0.3,0.54,0.68,0.45,0.42,0.16,0.43
les-indemodables.csv,0.52,0.59,0.7,0.34,0.6,0.1,0.12,0.25,0.44,0.56,0.19,0.61,0.61,0.39,0.3,0.56
mbse.csv,0.51,0.5,0.82,0.18,0.52,0.06,0.16,0.43,0.45,0.32,0.2,0.67,0.48,0.39,0.2,0.45
ns-3-dev-def-routing.csv,0.55,0.63,0.79,0.51,0.56,0.09,0.1,0.25,0.4,0.4,0.18,0.66,0.41,0.52,0.48,0.4
openxava.csv,0.47,0.55,0.75,0.07,0.4,0.05,0.22,0.36,0.49,0.47,0.2,0.67,0.48,0.53,0.23,0.65
phonon-vlc-mplayer.csv,0.68,0.57,0.84,0.64,0.78,0.25,0.1,0.25,0.6,0.44,0.36,0.68,0.49,0.49,0.64,0.38
qgis.csv,0.53,0.7,0.56,0.45,0.68,0.14,0.11,0.5,0.5,0.67,0.0,0.67,0.4,0.49,0.37,0.46
vars-redux.csv,0.6,0.7,0.72,0.5,0.7,0.13,0.17,0.25,0.64,0.55,0.25,0.68,0.51,0.48,0.36,0.44
xapian.csv,0.61,0.6,0.67,0.33,0.6,0.05,0.09,0.26,0.43,0.45,0.22,0.66,0.46,0.39,0.52,0.31
yafdotnet.csv,0.58,0.6,0.82,0.32,0.54,0.06,0.13,0.25,0.42,0.4,0.36,0.73,0.64,0.43,0.39,0.52
