,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.09,0.5,0.21,0.52,0.25,0.37,0.1
brlcad.csv,0.37,0.5,0.34,0.0,0.26,0.7,0.0
ftm.csv,0.35,1.0,0.15,0.17,0.21,0.34,0.05
google-web-toolkit.csv,0.11,0.5,0.32,0.52,0.35,0.18,0.32
jcache.csv,0.68,1.0,0.56,0.43,0.63,0.24,0.17
mimosa.csv,0.93,1.0,0.94,0.21,0.8,0.93,0.24
ogre.csv,0.4,0.0,0.69,0.24,0.66,0.63,0.9
