,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.03,0.06,0.5,0.11,0.37,0.59,0.21
brlcad.csv,0.76,0.08,0.5,0.0,0.27,0.84,0.0
ftm.csv,0.38,0.09,0.31,0.53,0.31,0.67,0.47
google-web-toolkit.csv,0.03,0.06,0.44,0.76,0.65,0.48,0.88
jcache.csv,0.92,0.65,0.75,0.71,0.73,0.31,0.91
mimosa.csv,1.0,0.85,1.0,0.84,0.71,0.9,0.68
ogre.csv,0.38,0.95,0.5,0.66,0.63,0.57,0.62
