,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.73,0.26,0.17,0.36,0.32,0.4,0.59,0.96,0.05,0.32,0.0,0.46,0.03,0.62,0.29,0.47,0.25,0.14,0.14,0.26
bzbyte.csv,1.0,0.71,0.88,0.83,0.88,0.97,1.0,0.89,0.95,0.9,1.0,0.97,1.0,1.0,0.71,0.93,1.0,0.73,0.74,1.0
carabiner.csv,0.64,0.34,0.26,0.23,0.48,0.43,0.41,0.48,0.14,0.5,0.0,0.46,0.24,0.56,0.43,0.4,0.23,1.0,0.37,0.46
chipster.csv,0.55,0.34,0.95,0.39,0.36,0.63,0.41,0.57,0.38,0.38,0.17,0.49,0.34,0.53,0.29,0.13,0.3,0.36,0.49,0.54
continuum-ide.csv,0.64,0.09,0.06,0.11,0.04,0.2,1.0,0.09,0.0,0.15,0.0,0.09,0.07,0.18,0.0,0.07,0.11,0.09,0.03,0.0
ctrlr.csv,0.18,0.2,0.14,0.11,0.04,0.07,0.24,0.09,0.95,0.11,0.17,0.09,0.07,0.03,0.0,0.2,0.19,0.09,0.0,0.03
galaxium.csv,0.45,0.26,0.3,0.27,0.28,0.5,0.53,0.36,0.0,0.34,0.0,0.97,0.0,0.32,0.29,0.13,0.26,0.09,0.09,0.11
ingex.csv,0.73,0.17,0.15,0.41,0.4,0.3,0.06,0.45,0.76,0.13,0.17,0.37,0.97,0.38,0.0,0.47,0.21,0.36,0.57,0.23
itext.csv,0.73,0.34,0.32,0.3,0.52,0.67,0.88,0.57,0.1,0.24,0.17,0.69,0.14,0.94,0.43,0.53,0.32,0.23,0.17,0.23
jgnash.csv,0.55,0.09,0.2,0.16,0.88,0.13,0.47,0.29,0.29,0.28,0.17,0.37,0.21,0.71,0.14,0.27,0.33,0.14,0.11,0.29
jppf-project.csv,1.0,1.0,0.86,0.97,0.92,1.0,1.0,0.89,0.9,0.99,1.0,0.97,1.0,1.0,1.0,0.87,0.74,1.0,1.0,0.94
jsr308-langtools.csv,0.73,0.63,0.68,0.72,0.84,1.0,0.76,0.71,0.1,0.59,0.33,0.86,0.76,0.76,0.43,0.67,0.49,0.5,0.4,0.69
lite.csv,0.45,0.0,0.11,0.08,0.24,0.03,0.06,0.07,0.0,0.1,0.0,0.34,0.21,0.21,0.0,0.93,0.16,0.0,0.03,0.11
octet.csv,1.0,0.63,0.67,0.56,0.76,0.97,0.94,1.0,0.52,0.75,0.17,0.83,0.41,0.97,1.0,0.67,0.3,0.59,0.63,0.23
owfs.csv,0.91,0.26,0.38,0.2,0.12,0.33,0.47,0.29,0.05,0.1,0.17,0.23,0.48,0.26,0.29,0.33,0.16,0.09,0.14,0.17
sidekar.csv,0.55,0.71,0.73,1.0,0.8,0.9,1.0,0.64,0.1,0.66,0.17,0.83,0.66,0.71,0.57,0.47,0.51,0.41,0.26,0.63
stemkit.csv,0.27,0.09,0.0,0.02,0.0,0.03,0.0,0.04,0.62,0.02,1.0,0.06,0.21,0.0,0.14,0.0,0.02,0.0,0.17,0.17
ta3d.csv,0.18,0.51,0.48,0.34,0.52,0.5,0.18,0.73,0.67,0.7,0.5,0.14,0.76,0.5,1.0,0.27,0.74,0.82,0.46,0.97
tigermud.csv,0.18,0.77,0.74,0.58,0.76,0.67,0.82,0.91,0.52,0.79,0.67,0.57,0.86,0.74,0.57,0.73,0.84,0.68,0.94,0.77
utgb.csv,0.64,0.97,0.56,0.53,0.28,0.6,0.53,0.61,0.43,0.17,0.5,0.4,0.41,0.38,0.43,0.73,0.39,0.23,0.26,0.57
