,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.43,0.9,0.95,0.41,0.69,0.54,0.37,0.69,0.75,0.57,0.89,0.56,0.67,0.43,0.6,0.53,0.59,0.8,0.7,0.7
bzbyte.csv,0.4,0.34,0.35,0.44,0.43,0.4,0.31,0.41,0.47,0.35,0.36,0.35,0.35,0.41,0.47,0.35,0.39,0.44,0.42,0.41
carabiner.csv,0.52,0.67,0.64,0.62,0.67,0.55,0.53,0.64,0.92,0.52,0.9,0.64,0.76,0.63,0.5,0.56,0.8,0.64,0.44,0.55
chipster.csv,0.41,0.67,0.57,0.53,0.55,0.43,0.52,0.52,0.8,0.57,0.8,0.63,0.68,0.57,0.6,0.9,0.8,0.72,0.5,0.44
continuum-ide.csv,0.51,0.75,0.9,0.88,0.8,0.86,0.59,0.88,0.5,0.93,0.0,0.88,0.8,0.83,0.5,0.67,0.83,0.67,0.5,0.0
ctrlr.csv,0.93,0.89,0.94,0.91,0.83,0.83,0.83,0.94,0.95,0.92,0.88,0.93,0.75,0.67,0.0,0.86,0.92,0.9,0.0,0.67
galaxium.csv,0.42,0.92,0.76,0.61,0.97,0.52,0.39,0.77,0.0,0.5,0.5,0.6,0.5,0.62,0.88,0.9,0.76,0.67,0.86,0.8
ingex.csv,0.56,0.89,0.96,0.69,0.96,0.92,0.89,0.61,0.67,0.92,0.93,0.83,0.57,0.68,0.0,0.67,0.79,0.79,0.67,0.82
itext.csv,0.49,0.48,0.62,0.55,0.59,0.36,0.3,0.53,0.92,0.67,0.94,0.45,0.85,0.44,0.5,0.47,0.55,0.89,0.64,0.73
jgnash.csv,0.56,0.86,0.89,0.88,0.95,0.83,0.56,0.88,0.75,0.63,0.83,0.65,0.92,0.5,0.83,0.89,0.52,0.83,0.86,0.68
jppf-project.csv,0.4,0.38,0.41,0.46,0.43,0.42,0.31,0.42,0.51,0.35,0.36,0.38,0.34,0.42,0.46,0.41,0.48,0.4,0.43,0.43
jsr308-langtools.csv,0.33,0.35,0.37,0.38,0.4,0.37,0.31,0.44,0.67,0.34,0.54,0.38,0.33,0.32,0.53,0.44,0.42,0.48,0.42,0.32
lite.csv,0.48,0.0,0.88,0.8,0.86,0.0,0.75,0.91,0.83,0.89,0.0,0.83,0.86,0.9,0.0,0.71,0.91,0.0,0.8,0.8
octet.csv,0.4,0.47,0.44,0.45,0.45,0.4,0.31,0.39,0.65,0.33,0.94,0.45,0.86,0.42,0.86,0.38,0.62,0.61,0.55,0.83
owfs.csv,0.9,0.69,0.59,0.79,0.92,0.55,0.43,0.79,0.75,0.89,0.83,0.92,0.55,0.7,0.8,0.57,0.83,0.67,0.71,0.83
sidekar.csv,0.65,0.37,0.39,0.49,0.4,0.36,0.26,0.46,0.57,0.35,0.82,0.41,0.33,0.38,0.5,0.54,0.46,0.58,0.6,0.3
stemkit.csv,0.9,0.75,0.88,0.75,0.92,0.83,0.75,0.9,0.78,0.67,0.83,0.92,0.93,0.0,0.5,0.0,0.5,0.5,0.92,0.9
ta3d.csv,0.94,0.47,0.58,0.73,0.54,0.62,0.81,0.5,0.5,0.42,0.56,0.74,0.42,0.67,0.43,0.82,0.48,0.49,0.52,0.41
tigermud.csv,0.88,0.34,0.36,0.45,0.4,0.45,0.36,0.36,0.51,0.34,0.39,0.41,0.35,0.48,0.38,0.34,0.35,0.49,0.56,0.35
utgb.csv,0.58,0.56,0.48,0.57,0.57,0.42,0.41,0.54,0.72,0.83,0.67,0.66,0.57,0.59,0.76,0.47,0.64,0.87,0.5,0.39
