,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.8,0.74,0.84,0.66,0.7,0.6,0.6,0.04,0.95,0.7,1.01,0.58,0.97,0.45,0.73,0.57,0.77,0.86,0.89,0.75
bzbyte.csv,1.0,0.77,0.7,0.76,0.74,0.65,0.97,0.78,0.97,0.76,1.0,0.87,0.98,0.83,0.95,0.86,0.0,0.85,0.63,1.0
carabiner.csv,0.53,0.69,0.79,0.8,0.56,0.72,0.66,0.58,0.93,0.71,1.01,0.59,0.84,0.69,0.66,0.67,0.78,0.0,0.67,0.6
chipster.csv,0.78,0.69,0.05,0.65,0.76,0.42,0.69,0.54,0.72,0.67,0.9,0.57,0.75,0.48,0.76,0.89,0.72,0.67,0.67,0.59
continuum-ide.csv,0.71,0.91,0.94,0.89,0.96,0.8,0.0,0.91,1.0,0.86,1.0,0.92,0.93,0.85,1.0,0.93,0.89,0.91,0.97,1.0
ctrlr.csv,0.86,0.8,0.87,0.9,0.96,0.95,0.77,0.91,0.05,0.93,0.84,0.92,0.93,0.97,1.0,0.84,0.81,0.92,1.0,0.98
galaxium.csv,0.68,0.75,0.72,0.75,0.74,0.71,0.59,0.66,1.0,0.67,1.0,0.03,1.0,0.68,0.72,0.89,0.75,0.91,0.93,0.89
ingex.csv,0.73,0.83,0.87,0.64,0.61,0.73,0.96,0.68,0.64,0.88,0.86,0.68,0.03,0.69,1.0,0.57,0.8,0.71,0.87,0.79
itext.csv,0.59,0.72,0.71,0.71,0.51,0.42,0.48,0.48,0.92,0.8,0.87,0.38,0.92,0.06,0.6,0.52,0.72,0.78,0.86,0.79
jgnash.csv,0.81,0.92,0.82,0.86,0.12,0.87,0.57,0.73,0.75,0.87,0.84,0.66,0.8,0.61,0.86,0.74,0.7,0.87,0.9,0.91
jppf-project.csv,1.0,0.94,0.85,0.9,0.91,1.0,0.97,0.86,0.87,0.01,1.0,0.87,1.0,1.0,0.92,0.89,0.61,0.98,1.0,1.0
jsr308-langtools.csv,0.76,0.61,0.56,0.46,0.44,0.0,0.63,0.46,0.94,0.65,0.75,0.44,0.65,0.44,0.65,0.63,0.68,0.55,0.77,0.54
lite.csv,0.67,1.0,0.89,0.92,0.76,0.97,0.94,0.93,1.01,0.9,1.0,0.67,0.79,0.8,1.0,0.07,0.85,1.0,0.99,0.89
octet.csv,1.0,0.58,0.68,0.59,0.69,0.9,0.92,0.98,0.83,0.91,0.86,0.57,0.68,0.97,0.0,0.63,0.86,0.61,0.85,0.81
owfs.csv,0.09,0.75,0.64,0.8,0.88,0.67,0.63,0.72,0.95,0.9,0.84,0.77,0.53,0.74,0.72,0.7,0.86,0.91,0.86,0.83
sidekar.csv,0.5,0.74,0.65,0.03,0.59,0.32,0.74,0.58,0.97,0.6,0.86,0.46,0.62,0.44,0.56,0.68,0.66,0.66,0.8,0.62
stemkit.csv,0.74,0.91,1.0,0.99,1.0,1.0,1.01,0.97,0.6,0.99,0.0,0.95,0.81,1.0,0.86,1.0,0.98,1.0,0.89,0.87
ta3d.csv,0.86,0.81,0.78,0.88,0.76,0.74,0.89,0.73,0.76,0.93,0.75,0.98,0.8,0.73,0.9,0.85,0.72,0.67,0.75,0.03
tigermud.csv,0.83,0.78,0.68,0.63,0.64,0.64,0.74,0.75,0.83,0.9,0.9,0.84,0.77,0.69,0.78,0.78,0.79,0.51,0.07,0.67
utgb.csv,0.62,0.03,0.67,0.51,0.82,0.4,0.58,0.45,0.63,0.86,0.6,0.62,0.63,0.63,0.63,0.53,0.87,0.8,0.86,0.66
