,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.66,0.81,0.7,0.44,0.59,0.59,0.8,0.57,0.34,0.74,0.72,0.66,0.51,0.76,0.38,0.69,0.57,0.0
decidr.csv,0.32,0.39,0.35,0.44,0.33,0.38,0.0,0.72,0.49,0.41,0.32,0.46,0.46,0.74,0.54,0.45,0.41,0.43
doomlegacy.csv,0.63,0.49,0.78,0.67,0.68,0.43,0.76,0.51,0.39,0.59,0.72,0.64,0.49,0.79,0.12,0.68,0.34,0.36
elmo.csv,0.14,0.0,0.02,0.04,0.37,0.22,0.05,0.13,0.12,0.21,0.04,0.15,0.14,0.08,0.15,0.23,0.18,0.21
gpac.csv,0.13,0.16,0.17,0.15,0.33,0.2,0.21,0.02,0.29,0.49,0.32,0.19,0.19,0.21,0.15,0.4,0.05,0.29
illumination.csv,0.09,0.16,0.17,0.15,0.1,0.03,0.05,0.43,0.28,0.03,0.06,0.21,0.08,0.05,0.19,0.0,0.11,0.07
img-browse-sort.csv,0.61,0.66,0.33,0.56,0.12,0.38,0.55,0.45,0.55,0.28,0.14,0.2,0.19,0.03,0.08,0.54,0.71,0.14
ktc.csv,0.0,0.24,0.15,0.11,0.1,0.14,0.1,0.23,0.17,0.18,0.13,0.18,0.08,0.37,0.15,0.23,0.07,0.07
neoengine.csv,0.49,1.0,0.02,0.7,0.5,0.65,0.28,0.91,0.86,0.62,0.63,0.75,0.46,0.61,0.85,0.8,0.55,0.79
nicepress.csv,0.15,0.4,0.18,0.07,0.2,0.01,0.12,0.02,0.39,0.05,0.19,0.16,0.05,0.16,0.31,0.2,0.07,0.0
omseek.csv,0.09,0.03,0.01,0.19,0.09,0.17,0.07,0.23,0.1,0.26,0.13,0.0,0.03,0.13,0.15,0.06,0.05,0.14
pi-qmc.csv,0.26,0.88,0.32,0.41,0.16,0.19,0.16,0.68,0.21,0.13,0.27,0.29,0.14,0.29,0.46,0.38,0.0,0.29
rosegarden.csv,0.11,0.22,0.35,0.19,0.01,0.26,0.08,0.15,0.06,0.21,0.14,0.26,0.22,0.21,0.19,0.17,0.04,0.21
sigil.csv,0.29,0.42,0.26,0.19,0.26,0.36,0.43,0.38,0.17,0.64,0.58,0.37,0.0,0.37,0.12,0.46,0.11,0.43
smarttag.csv,0.21,0.06,0.31,0.22,0.09,0.26,0.14,0.02,0.02,0.0,0.15,0.19,0.22,0.05,0.04,0.15,0.09,0.0
sylpheed-claws.csv,0.34,0.16,0.62,0.37,0.31,0.29,0.46,0.62,0.03,0.38,0.46,0.44,0.19,0.37,0.58,0.4,0.48,0.14
xemeiah.csv,0.19,0.22,0.35,0.22,0.24,0.3,0.23,0.51,0.25,0.49,0.0,0.34,0.14,0.53,0.38,0.26,0.09,0.21
zscreen.csv,0.55,0.13,0.44,0.04,0.46,0.35,0.77,0.15,0.02,0.79,0.63,0.59,0.49,0.76,0.5,0.69,0.21,0.57
