,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.63,0.13,0.55,0.65,0.48,0.55,0.71,0.63,0.61,0.41,0.55,0.23,0.77,0.35,0.73,0.35,0.48,1.0
decidr.csv,0.47,0.18,0.58,0.53,0.45,0.52,0.99,0.64,0.58,0.38,0.49,0.24,0.69,0.36,0.6,0.33,0.42,0.75
doomlegacy.csv,0.62,0.15,0.55,0.69,0.45,0.37,0.65,0.53,0.64,0.32,0.59,0.22,0.72,0.44,0.98,0.33,0.59,0.75
elmo.csv,0.14,0.89,0.02,0.16,0.14,0.08,0.1,0.06,0.13,0.09,0.16,0.03,0.07,0.0,0.35,0.27,0.17,0.23
gpac.csv,0.28,0.0,0.42,0.46,0.37,0.48,0.39,0.97,0.44,0.31,0.53,0.2,0.53,0.17,0.32,0.31,0.33,0.63
illumination.csv,0.43,0.22,0.24,0.28,0.3,0.42,0.25,0.54,0.57,0.12,0.42,0.25,0.2,0.33,0.37,0.97,0.49,0.21
img-browse-sort.csv,0.44,0.15,0.31,0.63,0.16,0.35,0.55,0.55,0.66,0.44,0.32,0.17,0.34,0.92,0.11,0.27,0.12,0.08
ktc.csv,0.97,0.09,0.49,0.31,0.56,0.41,0.34,0.3,0.46,0.32,0.61,0.28,0.62,0.36,0.56,0.17,0.56,0.44
neoengine.csv,0.58,0.13,0.98,0.66,0.48,0.46,0.62,0.69,0.64,0.38,0.55,0.21,0.65,0.36,0.78,0.36,0.55,0.76
nicepress.csv,0.43,0.06,0.51,0.0,0.47,0.93,0.32,0.22,0.26,0.0,0.41,0.24,0.5,0.19,0.5,0.24,0.47,0.47
omseek.csv,0.36,0.0,0.22,0.24,0.3,0.25,0.2,0.35,0.27,0.22,0.5,0.98,0.26,0.11,0.42,0.25,0.44,0.11
pi-qmc.csv,0.67,0.09,0.62,0.56,0.56,0.49,0.48,0.63,0.55,0.42,0.53,0.28,0.7,0.4,0.7,0.25,0.95,0.46
rosegarden.csv,0.59,0.0,0.51,0.35,0.98,0.5,0.42,0.25,0.17,0.31,0.54,0.27,0.65,0.32,0.43,0.07,0.59,0.41
sigil.csv,0.6,0.17,0.56,0.69,0.41,0.56,0.7,0.52,0.54,0.5,0.6,0.3,1.0,0.5,0.37,0.35,0.49,0.74
smarttag.csv,0.32,0.2,0.34,0.3,0.25,0.26,0.28,0.1,0.08,0.96,0.28,0.15,0.33,0.12,0.22,0.14,0.31,0.31
sylpheed-claws.csv,0.59,0.12,0.53,0.56,0.46,0.51,0.55,0.63,0.97,0.34,0.57,0.27,0.74,0.36,0.61,0.24,0.39,0.72
xemeiah.csv,0.68,0.1,0.59,0.58,0.54,0.56,0.59,0.61,0.51,0.35,0.98,0.23,0.63,0.35,0.7,0.26,0.68,0.62
zscreen.csv,0.63,0.0,0.52,0.99,0.5,0.54,0.63,0.34,0.15,0.45,0.65,0.24,0.79,0.38,0.81,0.3,0.61,0.83
