,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.35,0.62,0.65,0.98,0.69,0.39,0.59,0.33,0.62,0.32
flylegacy.csv,0.49,0.52,1.0,0.3,0.73,0.2,0.53,0.43,0.18,0.32
ftm.csv,0.4,0.06,0.52,0.3,0.59,0.3,0.24,0.38,0.98,0.49
jcache.csv,0.25,0.47,0.45,0.26,0.44,0.29,0.35,0.35,0.33,0.99
lphant.csv,0.5,0.63,0.72,0.27,0.75,0.51,0.56,0.98,0.63,0.54
minig.csv,0.57,0.65,0.66,0.28,0.7,0.98,0.49,0.62,0.35,0.68
mob-sen-plat.csv,0.42,0.99,0.3,0.15,0.36,0.45,0.43,0.31,0.47,0.42
raygina.csv,0.96,0.05,0.65,0.27,0.41,0.29,0.35,0.49,0.52,0.29
upp-mirror.csv,0.52,0.21,0.65,0.22,0.98,0.35,0.39,0.32,0.12,0.06
yarp.csv,0.33,0.52,0.53,0.22,0.15,0.3,1.0,0.0,0.31,0.28
