,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.59,0.51,0.49,0.99,0.44,0.5,0.51,0.93,0.43,0.83
flylegacy.csv,0.46,0.57,0.38,0.58,0.44,0.93,0.56,0.75,0.94,0.9
ftm.csv,0.73,0.0,0.63,0.65,0.56,0.79,0.88,0.6,0.53,0.7
jcache.csv,0.87,0.72,0.65,0.76,0.7,0.94,0.87,0.53,0.81,0.43
lphant.csv,0.43,0.5,0.36,0.42,0.42,0.44,0.48,0.52,0.45,0.58
minig.csv,0.4,0.44,0.43,0.37,0.36,0.54,0.54,0.42,0.68,0.43
mob-sen-plat.csv,0.43,0.38,0.87,0.86,0.64,0.45,0.52,0.65,0.44,0.64
raygina.csv,0.57,0.75,0.48,0.61,0.66,0.94,0.6,0.53,0.63,0.86
upp-mirror.csv,0.45,0.8,0.41,0.77,0.45,0.94,0.67,0.89,0.83,0.5
yarp.csv,0.91,0.77,0.54,0.99,0.93,0.91,0.64,0.0,0.95,0.95
