,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.6,0.7,0.5,0.0,0.76,0.78,0.71,0.24,0.96,0.8
flylegacy.csv,0.7,0.6,0.0,0.44,0.56,0.11,0.66,0.33,0.13,0.07
ftm.csv,0.16,0.0,0.27,0.23,0.24,0.22,0.11,0.24,0.0,0.29
jcache.csv,0.23,0.3,0.45,0.29,0.37,0.1,0.21,0.64,0.3,0.02
lphant.csv,0.47,0.3,0.5,0.55,0.59,0.7,0.95,0.0,0.87,0.83
minig.csv,0.74,0.85,0.68,0.78,0.8,0.01,0.87,0.48,0.21,0.17
mob-sen-plat.csv,0.65,0.05,0.45,0.23,0.44,0.51,0.29,0.33,0.46,0.1
raygina.csv,0.0,0.15,0.41,0.29,0.24,0.09,0.21,0.27,0.34,0.02
upp-mirror.csv,0.35,0.05,0.41,0.23,0.02,0.08,0.32,0.12,0.03,0.02
yarp.csv,0.12,0.05,0.41,0.18,0.22,0.29,0.0,0.03,0.13,0.66
