,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
flylegacy.csv,2.0,5.0,0.0,1.0,1.0,8.0,0.0,6.0,2.0,0.0
ftm.csv,2.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0
jcache.csv,6.0,2.0,1.0,0.0,0.0,4.0,1.0,11.0,3.0,0.0
lphant.csv,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0
minig.csv,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0
mob-sen-plat.csv,7.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0
raygina.csv,0.0,3.0,0.0,0.0,1.0,4.0,3.0,2.0,4.0,0.0
upp-mirror.csv,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
yarp.csv,1.0,1.0,2.0,2.0,0.0,11.0,0.0,54.0,1.0,27.0
