,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.9,0.04,0.88,0.85,0.85,0.89
jruby.csv,0.54,0.89,0.61,0.86,0.9,0.0
pdfedit.csv,0.68,0.66,0.66,0.02,0.9,0.6
rectracker.csv,0.71,0.83,0.04,0.93,0.88,0.73
wxlua.csv,1.0,0.91,1.0,0.79,0.0,0.95
x4x.csv,0.0,0.86,0.97,0.91,0.75,0.9
