,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.2,0.98,0.22,0.28,0.26,0.2
jruby.csv,0.69,0.18,0.55,0.24,0.24,1.0
pdfedit.csv,0.54,0.44,0.5,0.99,0.2,0.7
rectracker.csv,0.78,0.44,0.98,0.65,0.96,0.8
wxlua.csv,0.85,0.53,0.81,0.68,1.0,0.9
x4x.csv,1.0,0.51,0.78,0.69,0.96,0.88
