,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.97,0.77,0.92,0.8,0.72,0.77,0.69,0.0,0.73,0.87
haphazard.csv,0.92,0.95,0.89,0.95,1.01,0.82,0.68,0.84,0.0,0.91
jicarilla.csv,1.0,0.69,0.03,1.01,0.73,0.93,0.93,0.99,0.79,0.88
ondex.csv,0.76,0.89,0.98,0.56,0.66,0.86,1.0,0.79,0.72,0.09
optalgtoolkit.csv,0.98,0.86,0.5,0.8,0.74,0.0,0.75,0.88,0.74,0.84
ossim.csv,1.0,1.0,1.0,0.12,1.0,1.0,0.97,1.0,1.0,1.0
projectts.csv,0.59,0.75,0.59,0.64,0.74,0.69,0.03,0.83,0.52,0.58
sabbu.csv,0.05,0.65,0.86,0.55,0.69,0.69,0.72,0.77,0.78,0.76
vxl.csv,0.99,0.14,0.63,0.91,0.87,0.95,0.56,0.89,0.78,0.88
zact.csv,1.0,1.0,1.0,1.0,0.14,1.0,1.0,0.87,1.0,1.0
