,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.35,0.29,0.42,0.23,0.63,0.38,0.3,0.29,0.66,0.12,0.31,0.76,0.73,0.17,0.64,0.54,0.58
arm-webradio.csv,0.5,0.39,0.17,0.22,0.62,0.3,0.15,0.53,0.67,0.15,0.09,0.38,0.35,0.04,0.6,0.69,0.77
bwapi.csv,0.73,0.22,0.22,0.19,0.49,0.55,0.45,0.12,0.42,0.19,0.35,0.85,0.71,0.1,0.52,0.83,0.27
co-ode-owl-plugins.csv,0.6,0.33,0.32,0.26,0.72,0.58,0.3,0.65,0.64,0.19,0.08,0.52,0.39,0.1,0.7,0.8,0.82
firebreath.csv,0.59,0.29,0.26,0.26,0.73,0.62,0.45,0.16,0.58,0.24,0.16,0.78,0.64,0.23,0.56,0.39,0.37
frogatto.csv,0.74,0.26,0.27,0.28,0.64,0.54,0.49,0.16,0.62,0.35,0.37,0.78,0.68,0.1,0.72,0.36,0.37
gretl.csv,0.67,0.34,0.34,0.32,0.69,0.46,0.31,0.34,0.53,0.2,0.21,0.8,0.68,0.22,0.67,0.8,0.5
jasperreports.csv,0.53,0.16,0.22,0.16,0.43,0.55,0.43,0.11,0.19,0.18,0.37,0.79,0.71,0.44,0.36,0.23,0.0
konversation.csv,0.48,0.28,0.5,0.3,0.58,0.62,0.32,0.21,0.17,0.2,0.24,0.61,0.37,0.2,0.42,0.22,0.19
linuxsh.csv,0.48,0.51,0.24,0.15,0.65,0.26,0.0,0.56,0.62,0.16,0.0,0.21,0.17,0.0,0.58,0.57,0.51
moviesandbox.csv,0.73,0.4,0.3,0.27,0.73,0.57,0.14,0.39,0.61,0.21,0.1,0.39,0.38,0.12,0.58,0.43,0.27
ontomorphtab.csv,0.78,0.38,0.32,0.35,0.71,0.58,0.44,0.14,0.47,0.31,0.23,0.72,0.53,0.26,0.7,0.32,0.46
opengs.csv,0.4,0.32,0.46,0.36,0.67,0.5,0.23,0.36,0.73,0.22,0.0,0.47,0.42,0.11,0.59,0.48,0.52
scite-ru.csv,0.75,0.43,0.21,0.23,0.72,0.5,0.44,0.3,0.68,0.21,0.36,0.61,0.53,0.1,0.71,0.87,0.46
tokratan.csv,0.45,0.36,0.47,0.38,0.61,0.34,0.17,0.11,0.6,0.34,0.14,0.64,0.45,0.12,0.33,0.22,0.34
vrjuggler.csv,0.57,0.0,0.5,0.08,0.33,0.06,0.24,0.17,0.0,0.0,0.5,0.14,0.09,0.01,0.55,0.27,0.56
xuggle.csv,0.52,0.29,0.33,0.42,0.66,0.51,0.48,0.16,0.67,0.31,0.15,0.74,0.72,0.09,0.68,0.81,0.46
