,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.91,0.49,0.62,0.47,0.43,0.54,0.54,0.49,0.42,0.49,0.42,0.34,0.45,0.57,0.4,0.62,0.56
arm-webradio.csv,0.67,0.6,0.91,0.67,0.5,0.77,0.8,0.96,0.42,0.56,0.83,0.83,0.76,0.77,0.4,0.53,0.7
bwapi.csv,0.45,0.46,0.43,0.5,0.51,0.42,0.36,0.38,0.85,0.56,0.36,0.49,0.44,0.46,0.76,0.65,0.65
co-ode-owl-plugins.csv,0.5,0.68,0.59,0.59,0.41,0.56,0.83,0.95,0.39,0.42,0.89,0.71,0.71,0.49,0.43,0.49,0.69
firebreath.csv,0.47,0.44,0.45,0.54,0.4,0.53,0.58,0.41,0.39,0.46,0.56,0.4,0.45,0.61,0.67,0.57,0.59
frogatto.csv,0.33,0.38,0.41,0.44,0.39,0.38,0.33,0.37,0.47,0.49,0.36,0.35,0.32,0.45,0.39,0.45,0.48
gretl.csv,0.46,0.5,0.46,0.57,0.39,0.49,0.53,0.43,0.39,0.41,0.57,0.37,0.48,0.46,0.4,0.47,0.56
jasperreports.csv,0.66,0.5,0.42,0.56,0.59,0.46,0.35,0.39,0.56,0.95,0.36,0.47,0.49,0.69,0.73,0.94,0.73
konversation.csv,0.53,0.83,0.5,0.84,0.59,0.47,0.83,0.86,0.94,0.49,0.84,0.63,0.74,0.6,0.83,0.74,0.88
linuxsh.csv,0.74,0.67,0.92,0.95,0.42,0.96,0.67,0.95,0.38,0.53,0.0,0.95,0.94,0.91,0.47,0.58,0.81
moviesandbox.csv,0.5,0.83,0.49,0.77,0.41,0.6,0.88,0.89,0.48,0.52,0.8,0.95,0.82,0.69,0.54,0.55,0.97
ontomorphtab.csv,0.41,0.41,0.4,0.49,0.4,0.41,0.36,0.38,0.38,0.46,0.46,0.35,0.4,0.42,0.37,0.52,0.43
opengs.csv,0.8,0.54,0.52,0.65,0.4,0.49,0.8,0.75,0.57,0.52,0.0,0.62,0.57,0.6,0.48,0.65,0.8
scite-ru.csv,0.46,0.49,0.58,0.59,0.39,0.49,0.7,0.55,0.45,0.46,0.41,0.5,0.55,0.46,0.46,0.48,0.52
tokratan.csv,0.57,0.71,0.67,0.8,0.39,0.76,0.5,0.0,0.9,0.76,0.92,0.45,0.57,0.54,0.86,0.93,0.55
vrjuggler.csv,0.5,0.0,0.92,0.83,0.69,0.8,0.92,0.83,0.0,0.67,0.56,0.93,0.83,0.69,0.48,0.81,0.67
xuggle.csv,0.58,0.41,0.58,0.63,0.38,0.43,0.39,0.5,0.45,0.55,0.54,0.44,0.37,0.47,0.44,0.49,0.44
