,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.28,0.5,0.45,0.33,0.55,0.23,0.98,0.42,0.58
foursquared.csv,0.14,0.0,0.24,0.0,0.0,0.38,0.01,1.0,0.18
jasperreports.csv,0.02,0.0,0.0,0.33,0.06,0.36,0.02,0.51,0.97
kdenlive.csv,0.67,0.57,0.96,0.54,0.38,0.86,0.56,0.53,0.5
optalgtoolkit.csv,0.72,0.47,0.61,0.75,1.0,0.42,0.59,0.66,0.75
sabbu.csv,0.98,0.33,0.59,0.64,0.3,0.68,0.5,0.66,0.53
tokratan.csv,0.45,0.1,0.4,0.17,0.13,0.94,0.43,0.25,0.18
vxl.csv,0.38,0.84,0.44,0.17,0.06,0.09,0.61,0.26,0.18
zact.csv,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.49,0.05
