,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.8,0.69,0.67,0.76,0.57,0.89,0.03,0.81,0.49
foursquared.csv,0.9,1.0,0.8,1.01,1.0,0.67,0.99,0.0,0.85
jasperreports.csv,0.98,1.0,1.0,0.76,0.95,0.94,0.98,0.68,0.04
kdenlive.csv,0.5,0.65,0.05,0.71,0.91,0.35,0.77,0.79,0.84
optalgtoolkit.csv,0.51,0.85,0.7,0.52,0.0,0.76,0.62,0.64,0.41
sabbu.csv,0.03,0.83,0.58,0.7,0.8,0.61,0.65,0.69,0.68
tokratan.csv,0.85,0.92,0.75,0.88,0.9,0.07,0.68,0.82,0.87
vxl.csv,0.94,0.19,0.89,0.92,0.97,0.94,0.57,1.01,0.93
zact.csv,1.0,1.0,1.0,0.0,0.62,1.0,1.0,0.8,0.96
