,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.35,0.38,0.0,0.0,0.28,0.54,0.24,0.03,0.32,0.3,0.6,0.21,0.24,0.53
dvt.csv,0.62,0.38,0.61,0.05,0.35,0.29,0.54,0.0,0.39,0.54,0.2,0.26,0.2,0.58
flylinkdc.csv,0.24,0.7,0.97,0.9,0.6,0.88,0.32,0.86,0.59,0.38,0.4,0.95,1.0,0.77
fulguro.csv,0.08,0.82,0.65,0.56,0.62,0.5,0.05,0.86,0.53,0.43,1.0,0.26,0.72,0.33
gnome-jabber.csv,0.74,0.6,0.66,0.59,0.53,0.61,0.41,0.79,0.56,0.76,0.2,0.42,0.84,0.53
ipfire-wall.csv,0.17,0.25,0.44,0.67,0.25,0.19,0.11,0.38,0.42,0.24,0.0,0.63,0.36,0.19
jruby.csv,0.63,0.3,1.0,1.0,0.1,0.1,0.03,0.17,0.03,0.0,0.2,0.47,0.68,0.0
ldview.csv,0.96,0.6,0.42,0.74,0.85,0.64,0.43,0.34,0.47,0.86,0.2,0.53,0.88,0.75
maidsafe-dht.csv,0.06,0.12,0.04,0.18,0.2,0.22,0.08,0.62,0.34,0.41,0.0,0.11,0.2,0.09
nuttx.csv,0.17,0.25,0.01,0.49,0.08,0.15,0.35,0.24,0.08,0.49,0.0,0.47,0.2,0.15
oorexx.csv,0.52,0.48,0.37,0.31,0.45,0.41,0.43,0.24,0.37,0.76,0.2,0.58,0.4,0.56
red5.csv,0.85,0.9,0.51,0.77,0.82,0.83,0.89,0.38,0.92,0.84,1.0,0.79,0.72,1.0
vdsf.csv,0.81,0.75,0.12,0.95,0.85,0.79,0.59,1.0,0.81,0.89,1.0,0.89,0.88,0.85
xbrlapi.csv,0.1,0.38,0.0,0.0,0.17,0.13,0.22,0.72,0.07,0.19,0.0,0.0,0.36,0.32
