,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.19,0.52,0.0,0.0,0.15,0.24,0.4,0.75,0.49,0.15,0.94,0.82,0.4,0.11
dvt.csv,0.29,0.42,0.1,0.83,0.12,0.5,0.29,1.0,0.39,0.29,0.98,0.89,0.29,0.04
flylinkdc.csv,0.53,0.52,0.08,0.82,0.22,0.3,0.43,0.58,0.22,0.48,0.95,0.87,0.57,0.13
fulguro.csv,0.0,0.54,0.08,0.82,0.18,0.22,0.75,0.58,0.28,0.27,0.94,0.92,0.53,0.16
gnome-jabber.csv,0.28,0.51,0.05,0.82,0.2,0.38,0.4,0.57,0.21,0.36,0.98,0.85,0.6,0.09
ipfire-wall.csv,0.43,0.5,0.13,0.79,0.4,0.37,0.2,0.63,0.19,0.61,1.0,0.85,0.5,0.21
jruby.csv,0.27,0.29,0.09,0.83,0.14,0.33,0.0,0.71,0.0,0.0,0.8,0.91,0.6,0.0
ldview.csv,0.26,0.49,0.13,0.8,0.22,0.27,0.47,0.68,0.12,0.36,0.98,0.84,0.61,0.14
maidsafe-dht.csv,0.5,0.71,0.37,0.71,0.43,0.27,0.67,0.58,0.13,0.52,1.0,0.82,0.67,0.12
nuttx.csv,0.48,0.41,0.19,0.87,0.38,0.12,0.43,0.5,0.62,0.18,1.0,0.81,0.75,0.08
oorexx.csv,0.33,0.39,0.09,0.81,0.27,0.28,0.43,0.72,0.24,0.33,0.98,0.83,0.69,0.12
red5.csv,0.31,0.51,0.08,0.84,0.18,0.29,0.38,0.73,0.28,0.35,0.95,0.85,0.6,0.12
vdsf.csv,0.26,0.55,0.21,0.76,0.19,0.3,0.42,0.56,0.26,0.35,0.95,0.87,0.59,0.14
xbrlapi.csv,0.38,0.65,0.0,1.0,0.23,0.38,0.47,0.58,0.33,0.5,0.0,1.0,0.64,0.22
