,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.41,0.97,0.39,0.67,0.62,0.54,0.75,0.75,0.36,0.37,0.9,0.83,0.52,0.92,0.88,0.37,0.39
blue-c.csv,0.56,0.44,0.49,0.48,0.68,0.51,0.44,0.42,0.7,0.53,0.4,0.53,0.54,0.4,0.65,0.39,0.42
factor.csv,0.5,0.97,0.95,0.75,0.8,0.88,0.75,0.5,0.88,0.75,0.91,0.5,0.0,0.92,0.91,0.62,0.5
fltk.csv,0.9,0.53,0.82,0.9,0.5,0.82,0.55,0.44,0.92,0.88,0.85,0.86,0.67,0.47,0.94,0.53,0.62
free-evolution.csv,0.89,0.95,0.45,0.79,0.5,0.95,0.9,0.8,0.89,0.36,0.94,0.82,0.62,0.72,0.86,0.88,0.69
icescrum.csv,0.88,0.61,0.58,0.8,0.92,0.46,0.71,0.8,0.48,0.9,0.56,0.67,0.81,0.46,0.71,0.58,0.57
jbasic.csv,0.86,0.94,0.47,0.0,0.5,0.6,0.93,0.8,0.89,0.58,0.0,0.9,0.92,0.75,0.0,0.64,0.75
kvs.csv,0.84,0.84,0.73,0.0,0.92,0.94,0.83,0.67,0.8,0.65,0.94,0.86,0.93,0.81,0.93,0.67,0.75
monetdb.csv,0.72,0.62,0.58,0.69,0.89,0.59,0.65,0.57,0.8,0.68,0.58,0.34,0.52,0.5,0.71,0.59,0.59
phet.csv,0.39,0.56,0.98,0.44,0.62,0.54,0.5,0.9,0.37,0.46,0.43,0.43,0.43,0.55,0.48,0.42,0.46
projecteqemu.csv,0.9,0.78,0.83,0.86,0.86,0.8,0.74,0.62,0.93,0.91,0.57,0.67,0.93,0.56,0.95,0.61,0.67
repositorium.csv,0.9,0.75,0.46,0.92,0.57,0.53,0.51,0.4,0.57,0.45,0.95,0.48,0.91,0.64,0.97,0.35,0.42
smarttag.csv,0.82,0.57,0.64,0.5,0.69,0.61,0.67,0.79,0.9,0.88,0.41,0.6,0.92,0.49,0.69,0.42,0.47
sumatrapdf.csv,0.58,0.44,0.47,0.71,0.56,0.49,0.52,0.47,0.53,0.66,0.45,0.56,0.5,0.43,0.53,0.34,0.52
voms.csv,0.91,0.56,0.89,0.0,0.88,0.9,0.8,0.0,0.75,0.88,0.65,0.86,0.89,0.52,0.88,0.69,0.8
vrjuggler.csv,0.67,0.91,0.99,0.86,0.9,0.96,0.91,0.8,0.93,0.83,0.68,0.86,0.81,0.63,0.96,0.8,0.76
wheat.csv,0.82,0.49,0.73,0.62,0.74,0.64,0.46,0.41,0.95,0.93,0.43,0.48,0.52,0.48,0.6,0.52,0.53
