,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.38,0.18,0.24,0.06,0.24,0.59,0.98,0.15,0.38,0.4,0.11,0.24,0.05,0.21,0.0,0.48,0.71
blue-c.csv,0.2,0.71,0.28,0.98,0.21,0.62,0.48,0.42,0.1,0.62,0.53,0.43,0.22,0.67,0.41,0.55,0.69
factor.csv,0.0,0.34,0.0,0.24,0.29,0.2,0.0,0.33,0.08,0.23,0.24,0.07,0.17,0.33,0.23,0.56,0.96
fltk.csv,0.2,0.93,0.06,0.45,0.18,0.35,0.18,0.44,0.14,0.58,0.38,0.23,0.14,0.67,0.35,0.47,0.53
free-evolution.csv,0.34,0.29,0.18,0.27,0.18,0.35,0.11,0.08,0.24,0.52,0.16,0.31,0.06,0.56,0.92,0.3,0.45
icescrum.csv,0.33,0.44,0.12,0.29,0.1,0.68,0.33,0.33,0.24,0.39,0.48,0.19,0.07,0.59,0.32,1.0,0.33
jbasic.csv,0.3,0.12,0.21,0.0,0.18,0.94,0.3,0.0,0.29,0.38,0.0,0.21,0.09,0.15,0.0,0.47,0.0
kvs.csv,0.97,0.32,0.14,0.0,0.19,0.3,0.06,0.12,0.29,0.32,0.22,0.23,0.4,0.42,0.33,0.39,0.26
monetdb.csv,0.26,0.43,0.18,0.43,0.21,0.38,0.25,0.23,0.0,0.42,0.97,0.57,0.32,0.54,0.24,0.33,0.83
phet.csv,0.33,0.57,0.91,0.66,0.16,0.51,0.49,0.08,0.34,0.22,0.48,0.6,0.19,0.42,0.33,0.39,0.76
projecteqemu.csv,0.15,0.51,0.09,0.38,0.25,0.31,0.12,0.44,0.07,0.43,0.45,0.13,0.08,0.97,0.22,0.43,0.44
repositorium.csv,0.4,0.39,0.37,0.14,0.31,0.48,0.22,0.44,0.21,0.53,0.21,0.47,0.91,0.43,0.27,0.54,0.75
smarttag.csv,0.38,0.58,0.25,0.6,0.4,0.42,0.36,1.0,0.0,0.34,0.53,0.37,0.17,0.65,0.26,0.58,0.56
sumatrapdf.csv,0.38,0.72,0.23,0.55,0.32,0.57,0.34,0.5,0.19,0.97,0.6,0.43,0.25,0.62,0.42,0.6,0.62
voms.csv,0.39,0.62,0.08,0.0,0.94,0.16,0.18,0.0,0.0,0.21,0.44,0.23,0.14,0.58,0.05,0.37,0.32
vrjuggler.csv,0.17,0.34,0.3,0.32,0.0,0.13,0.17,0.32,0.9,0.11,0.46,0.17,0.07,0.48,0.21,0.25,0.52
wheat.csv,0.21,0.6,0.3,0.55,0.28,0.5,0.36,0.38,0.22,0.35,0.52,0.98,0.21,0.52,0.31,0.62,0.71
