,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.26,0.42,0.18,0.33,0.17,0.7,1.0,0.17,0.24,0.29,0.3,0.67,0.04,0.42,0.0,0.41,0.71
blue-c.csv,0.15,0.58,0.2,0.97,0.13,0.65,0.34,0.28,0.09,0.55,0.42,0.53,0.14,0.53,0.38,0.42,0.7
factor.csv,0.0,0.93,0.0,1.0,0.4,0.88,0.0,0.31,0.12,1.0,0.64,0.5,1.0,0.62,0.45,0.69,0.93
fltk.csv,0.3,0.97,0.07,0.9,0.5,0.68,0.14,0.33,0.17,0.82,0.52,0.57,0.33,0.67,0.5,0.53,0.94
free-evolution.csv,0.56,0.62,0.13,0.43,0.5,0.68,0.2,0.1,0.33,0.36,0.31,0.55,0.04,0.83,1.0,0.5,0.58
icescrum.csv,0.38,0.65,0.11,1.0,0.08,0.64,0.41,0.4,0.2,0.8,0.51,1.0,0.06,0.68,0.38,1.0,0.64
jbasic.csv,0.57,0.53,0.16,0.0,0.5,0.97,0.4,0.0,0.28,0.34,0.0,0.4,0.08,0.75,0.0,0.64,0.0
kvs.csv,1.0,0.66,0.14,0.0,0.17,0.67,0.17,0.33,0.6,0.32,0.44,0.57,0.36,0.69,0.53,0.5,0.58
monetdb.csv,0.28,0.65,0.16,0.62,0.16,0.73,0.26,0.17,0.0,0.5,0.96,0.53,0.21,0.53,0.23,0.35,0.91
phet.csv,0.2,0.53,1.0,0.52,0.1,0.42,0.34,0.1,0.21,0.17,0.32,0.5,0.11,0.37,0.21,0.29,0.66
projecteqemu.csv,0.15,0.74,0.09,1.0,0.29,0.65,0.13,0.46,0.07,0.82,0.45,0.67,0.07,0.97,0.29,0.44,0.72
repositorium.csv,0.4,0.58,0.25,0.23,0.19,0.58,0.16,0.3,0.17,0.41,0.37,0.45,0.91,0.45,0.27,0.41,0.67
smarttag.csv,0.41,0.66,0.21,0.75,0.31,0.68,0.33,1.0,0.0,0.5,0.44,0.53,0.15,0.57,0.26,0.5,0.67
sumatrapdf.csv,0.3,0.62,0.17,0.86,0.25,0.6,0.25,0.35,0.13,1.0,0.46,0.56,0.15,0.5,0.28,0.44,0.78
voms.csv,0.55,0.65,0.33,0.0,1.0,0.6,0.2,0.0,0.0,0.5,0.48,0.57,0.11,0.61,0.12,0.46,0.6
vrjuggler.csv,0.67,0.83,0.3,0.86,0.0,0.23,0.17,0.6,0.93,0.33,0.48,0.43,0.06,0.44,0.26,0.6,0.76
wheat.csv,0.18,0.6,0.26,0.53,0.18,0.56,0.25,0.26,0.19,0.53,0.42,1.0,0.12,0.43,0.24,0.57,0.7
