,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,196.5,136.0,296.5,95.5,571.5,99.0,290.5,828.0,289.5,93.5
gamestone.csv,97.5,265.5,86.5,197.5,184.0,0.0,12.5,1384.0,88.5,93.5
gbif-providertoolkit.csv,196.5,1918.0,296.5,197.5,457.5,99.0,390.0,2156.0,193.0,98.5
heekscad.csv,196.5,67.5,287.0,95.5,381.5,97.5,291.5,1110.5,289.5,98.5
igarden.csv,196.5,158.0,97.5,197.5,438.5,94.5,289.5,1081.0,289.5,86.5
levent.csv,196.5,136.0,92.5,69.5,572.5,99.0,289.5,36.5,0.0,75.5
owlapi.csv,194.5,620.0,296.5,93.5,717.0,99.0,390.0,357.5,289.5,98.5
pnotepad.csv,196.5,78.5,296.5,197.5,761.5,99.0,291.5,3301.0,289.5,98.5
quark.csv,196.5,67.5,85.5,174.0,273.5,18.5,21.5,226.5,289.5,75.5
xcsoar.csv,196.5,324.0,180.0,95.5,382.5,94.5,288.5,1306.0,289.5,93.5
