,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.72,0.1,0.66,0.33,0.32,0.58,0.52,0.34,0.38,0.57
gamestone.csv,0.25,0.56,0.18,0.37,0.33,0.0,0.0,0.28,0.21,0.18
gbif-providertoolkit.csv,0.69,0.0,0.49,0.46,0.43,0.67,0.47,0.31,0.32,0.75
heekscad.csv,0.79,0.37,0.62,0.51,0.39,0.6,0.53,0.33,0.46,0.83
igarden.csv,0.65,0.33,0.49,0.55,0.35,0.72,0.42,0.23,0.57,0.66
levent.csv,0.7,0.13,0.1,0.0,0.32,0.75,0.45,0.15,0.0,0.25
owlapi.csv,0.58,0.0,0.41,0.2,0.31,0.72,0.5,0.51,0.46,0.77
pnotepad.csv,0.72,0.35,0.64,0.47,0.28,0.68,0.5,0.21,0.33,0.91
quark.csv,0.49,0.36,0.51,0.11,0.33,0.04,0.05,0.19,0.61,0.37
xcsoar.csv,0.73,0.22,0.72,0.44,0.4,0.5,0.46,0.33,0.33,0.45
