,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.69,0.08,0.54,0.29,0.19,0.77,0.49,0.25,0.23,0.91
gamestone.csv,0.92,0.41,0.5,0.32,0.27,0.0,0.0,0.21,0.2,0.71
gbif-providertoolkit.csv,0.59,0.0,0.41,0.35,0.32,0.82,0.33,0.2,0.23,0.78
heekscad.csv,0.81,0.26,0.64,0.47,0.26,0.82,0.42,0.23,0.3,0.86
igarden.csv,0.84,0.23,0.67,0.46,0.27,0.88,0.38,0.19,0.39,0.89
levent.csv,0.73,0.14,1.0,0.0,0.2,0.8,0.37,1.0,0.0,1.0
owlapi.csv,0.57,0.0,0.4,0.25,0.2,0.73,0.35,0.38,0.3,0.87
pnotepad.csv,0.84,0.22,0.5,0.31,0.16,0.71,0.4,0.13,0.2,0.98
quark.csv,0.79,0.67,0.87,0.4,0.4,1.0,1.0,0.24,0.48,1.0
xcsoar.csv,0.81,0.2,0.71,0.34,0.28,0.78,0.43,0.24,0.2,1.0
