,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.33,0.33,0.63,0.48,0.38,0.21,0.36,0.4,0.21,0.63,0.07,0.63,0.75
freewrl.csv,0.71,0.87,0.91,0.81,0.84,0.38,0.69,0.72,0.67,0.84,0.24,0.66,0.9
fulguro.csv,0.58,0.16,0.0,0.52,0.03,0.88,0.0,0.18,0.98,0.54,1.0,0.29,0.0
google-web-toolkit.csv,0.25,0.15,0.15,0.6,0.27,0.25,0.42,0.39,0.47,0.6,0.34,0.27,0.43
jcache.csv,0.62,0.93,0.73,0.4,0.91,0.83,0.67,0.84,0.53,0.2,0.17,0.99,0.7
jstock.csv,0.42,0.15,0.21,0.14,0.47,0.5,0.44,0.42,0.23,0.17,0.1,0.67,0.27
mimosa.csv,0.79,1.0,0.89,0.24,0.92,0.75,0.81,0.89,0.74,0.49,0.24,0.92,0.7
miranda.csv,0.12,0.22,0.06,0.0,0.02,0.0,0.03,0.37,0.02,0.18,0.12,0.67,0.39
ns-3-dev-def-routing.csv,0.17,0.91,0.95,0.71,0.61,0.17,0.42,0.33,0.21,0.62,0.63,0.81,0.81
ossbuild.csv,0.21,0.6,0.21,0.12,0.53,0.62,0.5,0.37,0.05,0.11,0.07,0.92,0.42
qtractor.csv,0.25,0.67,1.0,0.21,0.66,0.08,0.46,0.46,0.21,0.26,0.2,0.78,0.58
quarkplayer.csv,0.25,0.33,0.5,0.4,0.26,0.0,0.16,0.23,0.12,0.22,0.71,0.09,0.12
synergyspace.csv,0.29,0.73,0.52,0.19,0.65,0.25,0.59,0.48,0.51,0.28,0.78,0.37,0.08
