,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.56,0.57,0.57,0.57,0.39,0.74,0.47
amateur-scrolls.csv,0.9,0.86,0.65,0.0,0.4,0.0,0.73
arcallians.csv,0.47,0.56,0.48,0.54,0.39,0.44,0.46
gebr.csv,0.42,0.48,0.35,0.44,0.39,0.31,0.41
jfreereport.csv,0.76,0.9,0.92,0.92,0.46,0.92,0.9
kml.csv,0.42,0.48,0.35,0.48,0.38,0.43,0.41
multitude.csv,0.51,0.42,0.51,0.4,0.36,0.35,0.43
