,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.61,0.52,0.65,0.66,0.65,0.65,0.51,0.63,0.74,0.59,0.69,0.63,0.59,0.79,0.7,0.82,0.66
enzo.csv,0.33,0.57,0.39,0.0,0.27,0.68,0.39,0.57,0.81,0.3,0.24,0.46,0.0,0.13,0.32,0.36,0.54
hydrogen.csv,0.0,0.0,0.0,0.0,0.0,0.81,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
keyczar.csv,0.47,0.05,0.13,0.31,0.19,0.0,0.07,0.0,0.13,0.0,0.17,0.0,0.76,0.1,0.27,0.17,0.14
lphant.csv,0.31,0.55,0.27,0.74,0.65,0.79,0.68,0.42,0.26,0.44,0.74,0.57,0.43,0.8,0.71,0.83,0.58
lsb.csv,0.69,0.53,0.64,0.49,0.61,0.65,0.66,0.67,0.73,0.63,0.59,0.29,0.53,0.57,0.66,0.67,0.56
maya-work-in-progress.csv,0.67,0.63,0.72,0.84,0.69,0.66,0.64,0.53,0.37,0.67,0.74,0.57,0.63,0.74,0.71,0.64,0.7
mcore3d.csv,0.13,0.68,0.28,0.66,0.06,0.23,0.01,0.0,0.16,0.58,0.45,0.57,0.31,0.18,0.59,0.85,0.3
mscore.csv,0.31,0.59,0.58,0.72,0.66,0.75,0.57,0.65,0.59,0.64,0.66,0.65,0.48,0.62,0.79,0.74,0.76
natpad.csv,0.32,0.66,0.71,0.29,0.53,0.74,0.71,0.42,0.34,0.68,0.7,0.75,0.39,0.75,0.57,0.64,0.72
rocrail.csv,0.13,0.53,0.65,0.52,0.56,0.71,0.39,0.6,0.51,0.53,0.66,0.67,0.18,0.38,0.54,0.82,0.66
salasaga.csv,0.16,0.62,0.57,0.46,0.41,0.73,0.7,0.48,0.24,0.7,0.65,0.71,0.23,0.73,0.31,0.7,0.67
virtuoso.csv,0.0,0.09,0.17,0.0,0.51,0.39,0.13,0.5,0.0,0.0,0.13,0.0,0.49,0.27,0.36,0.09,0.0
xemeiah.csv,0.75,0.61,0.55,0.46,0.43,0.6,0.77,0.5,0.44,0.64,0.49,0.75,0.59,0.67,0.46,0.76,0.77
xined.csv,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.18,0.0,0.0,0.0,0.0
xtreemfs.csv,0.05,0.64,0.69,0.36,0.61,0.66,0.62,0.55,0.3,0.57,0.48,0.59,0.02,0.84,0.67,0.74,0.73
yield.csv,0.16,0.6,0.75,0.8,0.66,0.77,0.67,0.71,0.72,0.45,0.74,0.71,0.52,0.26,0.65,0.73,0.7
