,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,1.0,0.58,0.62,0.96,0.82,0.54,0.46,1.0,1.0,0.58,0.72,0.95,0.57,1.0,0.84,0.86,1.0
fontforge.csv,0.93,0.79,1.0,1.0,0.99,0.62,0.98,0.35,0.89,1.0,0.56,0.91,0.72,0.8,1.0,0.99,0.85
glas.csv,0.75,0.69,0.56,0.73,0.84,0.74,0.62,0.84,0.72,0.81,0.93,0.77,0.68,0.48,0.57,1.0,0.68
gmerlin.csv,1.0,0.96,0.65,0.98,1.0,0.8,1.0,1.0,0.74,1.0,1.0,0.7,1.0,0.96,1.0,1.0,0.48
hannosset.csv,0.66,0.89,0.69,0.96,0.66,0.79,1.01,0.76,0.69,0.9,0.89,0.9,0.83,0.98,0.38,0.93,0.92
hatari.csv,0.67,0.6,0.48,0.84,0.88,0.6,0.94,0.98,0.82,0.88,0.36,0.95,0.9,0.82,0.69,1.0,0.64
jaolt.csv,0.63,0.64,0.54,0.8,0.79,0.55,0.4,0.7,0.57,0.91,0.45,0.91,0.53,0.74,0.71,0.79,0.63
jcl.csv,0.68,0.54,0.72,0.67,0.57,0.6,0.5,0.61,0.77,0.76,0.49,0.7,0.65,0.84,0.49,0.36,0.75
ltp.csv,0.79,0.69,0.9,0.71,0.5,0.8,1.26,0.74,0.77,0.66,0.49,0.52,0.81,0.79,0.89,0.73,0.75
mia.csv,0.64,0.97,0.6,0.84,0.99,0.84,0.33,0.46,0.77,0.96,0.64,0.43,0.93,0.95,1.0,0.82,0.74
net-snmp.csv,0.46,0.55,0.65,0.82,0.74,0.82,0.4,1.0,0.85,0.86,1.02,0.59,0.71,0.78,0.75,0.89,0.72
opde.csv,1.0,0.63,1.0,0.47,0.91,0.66,0.35,0.46,0.71,1.0,0.52,0.95,0.76,0.53,0.94,0.87,0.72
oppna-program-hsatools.csv,0.74,0.44,0.65,1.0,0.71,0.57,0.87,0.94,0.91,0.95,0.19,0.99,0.55,0.78,0.54,0.7,0.67
powerfolder-.csv,0.65,0.49,0.84,0.83,0.85,0.78,0.19,0.92,0.51,0.76,0.64,0.76,0.66,0.95,0.84,0.71,0.77
qlc.csv,1.0,0.65,1.0,0.67,0.94,0.53,0.33,1.0,0.44,0.64,0.78,0.83,0.68,0.73,0.79,0.51,1.0
tcl.csv,0.84,0.85,0.83,0.97,0.72,0.79,1.26,1.0,0.68,0.43,0.75,0.99,0.93,0.92,0.75,1.0,0.84
