,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.43,0.63,1.0,0.72,0.53,0.04,0.0,0.0,0.59,0.97,0.08,0.79,0.0,0.17,0.25,0.0
fontforge.csv,0.43,0.33,0.43,0.36,0.7,0.48,0.02,0.74,0.13,0.49,0.87,0.09,0.73,0.41,0.08,0.12,0.33
glas.csv,0.45,0.35,0.55,0.36,0.63,0.43,0.03,0.46,0.16,0.47,0.8,0.09,0.74,0.57,0.13,0.12,0.38
gmerlin.csv,0.0,0.29,0.5,0.35,0.0,0.43,0.02,0.0,0.15,0.0,0.82,0.1,0.72,0.41,0.08,0.0,0.5
hannosset.csv,0.48,0.25,0.75,0.33,0.73,0.42,0.0,0.6,0.16,0.36,0.81,0.09,0.74,0.17,0.24,0.11,0.27
hatari.csv,0.47,0.37,0.61,0.36,0.71,0.48,0.02,0.41,0.15,0.5,0.96,0.1,0.71,0.41,0.1,0.12,0.38
jaolt.csv,0.52,0.36,0.74,0.34,0.66,0.59,0.05,0.46,0.19,0.44,0.9,0.09,0.8,0.56,0.11,0.11,0.38
jcl.csv,0.51,0.4,0.49,0.43,0.78,0.48,0.04,0.62,0.14,0.46,0.9,0.14,0.75,0.55,0.14,0.26,0.34
ltp.csv,0.4,0.32,0.44,0.4,0.8,0.41,0.0,0.42,0.12,0.52,0.89,0.14,0.69,0.35,0.08,0.13,0.34
mia.csv,0.57,1.0,0.56,0.32,0.36,0.52,0.06,0.62,0.12,0.47,0.98,0.24,0.83,0.4,0.0,0.11,0.43
net-snmp.csv,0.63,0.39,0.5,0.32,0.71,0.39,0.05,0.44,0.15,0.42,0.79,0.13,0.71,0.41,0.08,0.08,0.32
opde.csv,0.45,0.35,0.45,0.58,0.71,0.44,0.05,0.61,0.15,0.0,0.9,0.09,0.71,0.72,0.06,0.1,0.32
oppna-program-hsatools.csv,0.49,0.49,0.51,0.36,0.75,0.55,0.02,0.43,0.14,0.49,0.97,0.09,0.8,0.45,0.18,0.15,0.35
powerfolder-.csv,0.5,0.49,0.5,0.29,0.58,0.47,0.09,0.4,0.21,0.46,0.88,0.09,0.87,0.4,0.11,0.14,0.29
qlc.csv,0.0,0.36,0.0,0.38,0.69,0.62,0.06,0.0,0.25,0.62,0.96,0.09,0.89,0.44,0.07,0.22,0.0
tcl.csv,0.38,0.29,0.41,0.33,0.7,0.39,0.0,0.0,0.15,0.67,0.83,0.06,0.72,0.4,0.08,0.0,0.26
