,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.55,0.47,0.62,0.56,0.52,0.47,0.0
gstreamer.csv,0.45,0.57,0.46,0.48,0.47,0.42,0.47
ifmo-game-1.csv,0.75,0.0,0.93,0.67,0.89,0.66,0.67
pi-qmc.csv,0.47,0.48,0.42,0.36,0.52,0.38,0.43
quarkplusplus.csv,0.62,0.52,0.62,0.88,0.83,0.98,0.75
xapian.csv,0.56,0.5,0.53,0.76,0.55,0.52,0.56
zemljanka.csv,0.5,0.64,0.44,0.4,0.5,0.53,0.48
