,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.58,0.19,0.32,0.23,0.21,0.13,0.0
gstreamer.csv,0.73,0.47,0.87,0.64,0.84,0.28,0.33
ifmo-game-1.csv,0.19,0.0,0.16,0.02,0.11,0.23,0.0
pi-qmc.csv,0.44,0.38,0.57,0.65,0.18,0.9,0.89
quarkplusplus.csv,0.43,0.25,0.35,0.02,0.04,0.07,0.22
xapian.csv,0.73,1.0,0.74,0.22,0.82,0.57,0.67
zemljanka.csv,0.62,0.81,0.96,0.94,0.8,0.68,0.0
