,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.56,0.47,0.38,0.29,0.47,0.5,0.63,0.9,0.49,0.56,0.47,0.7,0.54
cuberok.csv,0.55,0.52,0.41,0.91,0.57,0.61,0.63,0.59,0.41,0.5,0.46,0.52,0.51
exist.csv,0.33,0.48,0.36,0.3,0.36,0.41,0.35,0.41,0.42,0.33,0.4,0.42,0.37
google-web-toolkit.csv,0.33,0.47,0.52,0.9,0.46,0.54,0.48,0.67,0.42,0.53,0.48,0.94,0.46
gwanted.csv,0.44,0.55,0.45,0.33,0.39,0.57,0.55,0.67,0.69,0.67,0.39,0.58,0.4
ivatamasks.csv,0.34,0.41,0.37,0.47,0.36,0.41,0.38,0.46,0.36,0.35,0.44,0.4,0.59
ivataopenportal.csv,0.38,0.47,0.37,0.34,0.37,0.54,0.39,0.42,0.34,0.34,0.4,0.4,0.45
jaxen.csv,0.37,0.7,0.85,0.38,0.41,0.46,0.46,0.47,0.45,0.54,0.48,0.46,0.68
rockbox.csv,0.58,0.81,0.56,0.86,0.46,0.94,0.71,0.53,0.96,0.37,0.57,0.62,0.33
rodin-b-sharp.csv,0.9,0.95,0.0,0.36,0.8,0.94,0.68,0.59,0.7,0.83,0.98,0.74,0.68
tcl.csv,0.59,0.53,0.83,0.43,0.57,0.44,0.57,0.58,0.98,0.68,0.99,0.97,0.93
umber.csv,0.55,0.41,0.55,0.37,0.47,0.45,0.41,0.46,0.38,0.36,0.41,0.41,0.44
wheat.csv,0.49,0.96,0.83,0.0,0.4,0.75,0.61,0.8,0.38,0.46,0.65,0.59,0.5
