,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.26,0.53,0.49,0.59,0.64,0.59,0.42,0.72
cornerstone.csv,0.23,0.07,0.02,0.71,0.27,0.05,0.69,0.41
frogatto.csv,0.59,1.0,0.8,0.73,0.94,0.99,0.64,0.95
novembre.csv,0.37,0.67,0.57,0.47,0.17,0.39,0.33,0.59
ns-3.csv,0.7,0.93,0.71,0.51,0.83,0.79,0.78,0.91
open-beos.csv,0.42,0.6,0.62,0.37,0.71,0.75,0.5,0.76
planeshift.csv,0.58,0.8,0.73,0.69,0.69,0.8,0.86,0.94
sbml.csv,0.66,0.93,0.74,0.92,0.87,0.79,0.67,0.69
