,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.34,0.43,0.38,0.4,0.48,0.57,0.37,0.66,0.43,0.54,0.96,0.62,0.48,0.42,0.43,0.44
biodwh.csv,0.31,0.33,0.46,0.24,0.34,0.23,0.1,0.25,0.2,0.02,0.16,0.08,0.32,1.0,0.36,0.47
bloodycore.csv,0.14,0.41,0.62,0.91,0.55,0.27,0.0,0.18,0.07,0.17,0.13,0.38,0.12,0.67,0.8,0.12
blue-c.csv,0.39,0.32,0.54,0.34,0.52,0.9,0.4,0.54,0.77,0.46,0.63,0.46,0.45,0.42,0.56,0.44
etics.csv,0.56,0.7,0.92,0.47,0.86,0.7,0.53,0.64,0.77,0.08,0.43,0.38,0.65,0.92,0.66,0.56
flexpay.csv,0.34,0.37,0.38,0.4,0.72,0.3,0.3,0.97,0.13,0.64,0.16,0.54,0.2,0.25,0.75,0.18
flylegacy.csv,0.31,0.97,0.69,0.71,0.76,0.73,0.3,0.54,0.7,0.15,0.64,0.46,0.68,0.5,0.67,0.71
ftm.csv,0.47,0.44,0.85,0.47,0.59,0.43,0.37,0.4,0.33,0.59,0.43,0.77,0.68,0.58,0.97,0.59
gzigzag.csv,0.4,0.38,0.31,0.31,0.97,0.2,0.17,0.29,0.53,0.51,0.37,0.15,0.35,0.5,0.61,0.21
img-browse-sort.csv,0.52,0.25,0.46,0.36,0.48,0.2,0.13,0.49,0.73,0.39,0.34,0.92,0.32,0.25,0.41,0.38
jcache.csv,0.75,0.76,0.77,0.39,0.59,0.3,0.5,0.35,0.7,0.56,0.43,0.92,0.57,0.58,0.2,0.97
jguard.csv,0.97,0.68,0.77,0.79,0.66,0.73,1.0,0.7,0.63,0.98,0.87,0.85,0.68,0.67,0.84,0.56
ppcboot.csv,0.57,0.46,0.69,0.59,0.83,0.57,0.57,0.7,0.6,0.9,0.52,0.69,0.6,0.75,0.66,0.65
qdvdauthor.csv,0.8,0.41,0.31,0.64,0.55,0.6,0.7,0.55,0.67,0.45,0.7,0.62,1.0,0.17,0.52,0.47
reactos-mirror.csv,0.92,0.67,0.77,0.74,0.79,0.43,0.43,0.7,0.67,0.99,0.75,0.69,0.55,0.75,0.87,0.85
unbvision.csv,0.18,0.51,0.77,0.27,0.9,0.67,0.6,0.97,0.93,0.59,0.6,0.54,0.3,0.92,0.98,0.94
