,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.38,0.45,0.39,0.44,0.49,0.62,0.41,0.58,0.48,0.56,0.96,0.63,0.52,0.41,0.47,0.48
biodwh.csv,0.35,0.37,0.5,0.28,0.38,0.27,0.12,0.29,0.23,0.02,0.19,0.1,0.36,1.0,0.41,0.52
bloodycore.csv,0.17,0.45,0.45,0.93,0.5,0.24,0.0,0.21,0.09,0.2,0.15,0.42,0.15,0.61,0.39,0.15
blue-c.csv,0.43,0.35,0.43,0.38,0.53,0.92,0.44,0.55,0.75,0.49,0.63,0.49,0.48,0.45,0.56,0.49
etics.csv,0.52,0.63,0.93,0.49,0.68,0.59,0.45,0.61,0.59,0.1,0.44,0.37,0.59,0.49,0.63,0.55
flexpay.csv,0.36,0.4,0.35,0.44,0.52,0.35,0.34,0.98,0.16,0.52,0.19,0.44,0.23,0.28,0.42,0.21
flylegacy.csv,0.36,0.97,0.52,0.62,0.67,0.72,0.34,0.54,0.66,0.18,0.62,0.5,0.56,0.54,0.62,0.73
ftm.csv,0.5,0.46,0.53,0.49,0.59,0.48,0.4,0.44,0.37,0.61,0.46,0.68,0.7,0.6,0.96,0.62
gzigzag.csv,0.44,0.4,0.36,0.35,0.98,0.24,0.2,0.33,0.57,0.53,0.41,0.18,0.38,0.53,0.57,0.23
img-browse-sort.csv,0.53,0.29,0.5,0.4,0.52,0.24,0.16,0.51,0.7,0.42,0.38,0.93,0.36,0.29,0.45,0.43
jcache.csv,0.66,0.46,0.73,0.42,0.59,0.34,0.46,0.39,0.61,0.54,0.46,0.67,0.6,0.59,0.24,0.98
jguard.csv,0.27,0.58,0.61,0.56,0.53,0.64,1.0,0.55,0.54,0.09,0.57,0.75,0.19,0.59,0.23,0.59
ppcboot.csv,0.55,0.49,0.54,0.55,0.67,0.47,0.55,0.59,0.57,0.91,0.51,0.66,0.53,0.6,0.6,0.59
qdvdauthor.csv,0.49,0.4,0.31,0.58,0.53,0.62,0.66,0.56,0.67,0.47,0.53,0.61,0.99,0.2,0.53,0.35
reactos-mirror.csv,0.93,0.59,0.45,0.56,0.62,0.44,0.44,0.61,0.64,0.0,0.53,0.66,0.5,0.58,0.52,0.84
unbvision.csv,0.21,0.49,0.26,0.31,0.43,0.41,0.5,0.24,0.94,0.56,0.49,0.52,0.34,0.24,0.38,0.21
