,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.24,0.02,0.25,0.22,0.33,0.42,0.07,0.07,0.35,0.11,0.04
freedom-erp.csv,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0
haggle.csv,0.12,0.47,0.2,0.0,0.23,0.65,0.37,0.2,0.33,0.14,0.04
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
jmoney.csv,0.0,0.08,0.05,0.12,0.17,0.07,0.17,0.16,0.22,0.09,0.04
jsidplay2.csv,0.66,0.41,0.05,0.17,0.5,0.2,0.24,0.69,0.78,0.3,0.67
madman.csv,0.05,0.14,0.0,0.07,0.1,0.07,0.03,0.07,0.0,0.0,0.04
matrex.csv,0.24,0.31,0.2,0.05,0.6,0.13,0.0,0.53,0.43,0.06,0.11
mediate.csv,0.41,0.55,0.5,0.61,0.0,0.47,0.81,0.7,0.61,0.3,0.37
primefaces.csv,1.0,1.0,0.9,0.93,0.5,1.0,0.97,0.5,0.86,0.71,0.04
tmva.csv,0.39,0.59,0.3,0.41,0.47,0.03,0.59,0.8,0.69,0.27,0.67
