,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.7,0.95,0.82,0.68,0.68,0.41,0.35,0.75,0.93,0.8,0.48,0.63,0.82,0.79
carabiner.csv,0.78,0.03,0.68,0.64,0.38,0.91,0.45,0.38,0.54,0.22,0.34,0.17,0.38,0.05
elvishrayrenderer.csv,0.78,0.49,0.68,0.6,0.55,0.27,0.61,0.78,0.59,0.37,0.52,0.57,1.0,0.32
fleet-simulator.csv,1.0,1.0,1.0,0.84,0.92,0.91,1.0,1.0,1.0,1.0,0.79,1.0,1.0,1.0
gmerlin.csv,0.48,0.44,0.29,0.32,0.7,0.27,0.23,0.94,0.31,0.43,0.69,0.34,0.38,0.32
gnome-jabber.csv,0.78,0.74,0.57,0.76,0.78,0.95,1.0,0.69,0.76,0.72,0.97,0.74,0.76,0.95
ipfilter.csv,0.78,0.28,0.79,0.72,0.85,0.64,0.89,0.38,0.74,1.0,0.9,0.71,0.85,0.63
irplus.csv,0.3,0.13,0.14,0.96,0.38,0.09,0.37,0.41,0.35,0.41,0.59,0.29,0.26,0.11
mevenide.csv,0.26,0.03,0.21,0.28,0.4,0.09,0.03,0.28,0.54,0.09,1.0,0.29,0.29,0.0
moving-pictures.csv,0.39,0.36,0.96,0.6,0.45,0.32,0.08,0.91,0.2,0.35,0.59,0.69,0.41,0.68
opensim4opencog.csv,0.96,0.03,0.14,0.52,0.18,0.14,0.79,0.12,0.06,0.52,0.41,0.37,0.0,0.11
rockbox.csv,0.26,0.33,0.32,0.32,0.2,0.36,0.29,0.38,0.48,0.48,0.31,0.49,0.24,1.0
ta3d.csv,0.7,0.79,0.64,0.6,0.52,0.91,0.04,0.56,0.74,0.78,0.93,1.0,0.82,0.89
xcmetadataservicestoolkit.csv,0.65,0.1,0.68,0.64,1.0,0.32,0.76,0.44,0.7,0.83,0.28,0.69,0.44,0.05
