,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.36,0.63,0.59,1.0,0.1,0.24,0.44,0.36,0.76,1.0,0.73,0.14,0.31,0.48,0.78,0.66,0.69
all-plasm.csv,0.09,0.73,0.38,0.5,1.0,0.53,0.48,0.21,0.18,0.83,0.13,0.64,0.19,0.76,0.33,0.45,0.62
applet2app.csv,0.73,0.53,0.79,1.0,0.9,0.7,0.62,0.71,0.59,1.0,0.53,0.43,0.44,0.9,0.8,0.7,0.63
autat.csv,0.27,0.53,0.59,0.5,0.9,0.54,0.64,0.64,0.1,0.67,0.13,0.29,0.62,0.33,0.91,0.27,0.58
autowikibrowser.csv,0.55,0.8,0.83,0.25,0.1,0.5,0.84,0.86,0.95,1.0,0.5,0.57,0.75,0.62,0.94,0.68,0.64
gbif-providertoolkit.csv,0.52,0.17,0.72,1.0,0.9,0.61,0.46,0.71,0.33,0.67,0.13,0.79,0.44,0.52,0.65,0.73,0.86
htmlunit.csv,0.68,0.5,0.69,0.25,0.4,0.54,0.58,0.79,0.63,1.0,0.53,0.5,0.5,0.95,0.58,0.57,0.52
kmatplot.csv,0.38,0.9,0.86,1.0,0.9,0.35,0.76,0.5,0.55,1.0,0.03,0.0,0.38,0.57,0.95,0.45,0.89
mcore3d.csv,0.05,0.6,0.66,0.0,0.1,0.72,0.44,0.5,0.31,0.83,0.63,0.64,0.69,0.43,0.03,0.68,0.74
nh3d.csv,0.0,1.0,1.0,1.0,1.0,0.98,0.0,1.0,0.26,0.0,1.0,1.0,1.0,1.0,0.0,0.98,0.0
qgo.csv,0.89,0.83,0.86,0.75,0.2,0.74,0.75,0.79,0.94,1.0,0.83,0.93,0.81,0.76,0.93,0.98,0.91
qtwin.csv,0.0,0.6,0.21,0.25,0.0,0.02,0.52,0.07,0.18,1.0,0.1,0.07,0.12,0.29,0.14,0.02,0.4
reactos-mirror.csv,0.62,0.3,0.9,1.0,0.8,0.74,0.49,0.71,0.72,1.0,0.9,0.29,0.5,0.57,0.96,0.8,0.83
taokgame.csv,0.21,0.7,0.48,0.0,1.0,0.17,0.36,0.14,0.11,0.83,0.2,0.36,0.31,0.57,0.6,0.2,0.51
unbvision.csv,0.22,0.67,0.62,0.0,0.7,0.36,0.49,0.5,0.6,0.67,0.67,0.36,0.56,0.29,0.76,0.43,0.59
uwom.csv,0.39,0.47,0.72,1.0,1.0,0.64,0.57,0.64,0.47,0.5,0.1,0.14,0.38,0.38,0.86,0.89,0.85
wishmaster.csv,0.0,0.73,0.38,0.0,0.1,0.44,0.5,0.43,0.46,0.67,0.37,0.79,0.31,0.14,0.64,0.43,0.23
