,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.66,0.96,0.97,1.03,0.09,0.57
chaperon.csv,0.67,0.74,0.72,0.12,0.66,0.56
mule.csv,0.52,0.9,0.81,0.53,0.54,0.48
nunit.csv,0.66,0.7,0.92,0.65,0.86,0.44
springside.csv,0.57,0.4,0.86,0.65,0.59,0.44
swtfox.csv,0.75,0.81,0.41,1.02,1.17,0.65
