,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.73,0.29,0.27,0.0,1.0,0.3
chaperon.csv,0.65,0.45,0.38,0.4,0.96,0.29
mule.csv,0.73,0.42,0.31,0.2,0.97,0.32
nunit.csv,0.64,0.36,0.24,0.09,0.91,0.42
springside.csv,0.69,0.63,0.27,0.09,0.96,0.37
swtfox.csv,0.59,0.32,0.63,0.03,0.67,0.24
